"URL","Title","Publish date","Authors","Section","Tags","Sort (Views)","Visitors","Views","Engaged minutes","New vis.","Returning vis.","Avg. views new vis.","Avg. views ret. vis.","Avg. minutes new vis.","Avg. minutes ret. vis.","Desktop views","Mobile views","Tablet views","Search refs","Internal refs","Other refs","Direct refs","Social refs","Fb refs","Tw refs","Li refs","Pi refs","Social interactions","Fb interactions","Tw interactions","Li interactions","Pi interactions"
"https://www.huffingtonpost.com/entry/donald-trump-war-on-halloween_us_59e6c5e4e4b00905bdad6662","Trump Declares War On Halloween With Another Weird Christmas Rant",2017-10-18 03:49:00,"Ed Mazza","Politics","@amazonecho,@health_ibs,@health_models,@team_us_news_trends,christmas,donald-trump,halloween,holiday-greetings,type: news,us-news",234460,212780,234460,157506,29146,94802,1.059,1.087,1.202,1.267,80775,133874,19811,6523,64829,12892,14319,121347,116393,4410,NA,21,18577,18409,38,NA,130
"http://www.huffingtonpost.com/entry/trump-fire-and-fury_us_598b2fa8e4b0d793738c0859","Trump Probably Made Up That 'Fire And Fury' Quote On His Own",2017-08-09 12:35:00,"Paige Lavender","Politics","@bustournewsletter,@health_depression,@health_ibs,@health_models,@team_us_news_ga,donald-trump,international-news,north-korea,type: news",234296,208722,234296,264151,27194,170276,1.083,1.12,1.219,1.342,140041,76191,18064,9410,191395,497,6510,7274,6480,765,NA,10,4822,4716,73,NA,33
"http://www.huffingtonpost.com/entry/pete-souza-obama-photographer-trump-natural-disasters_us_59a821dbe4b010ca289ad713","Obama Photographer Reminds Us How Presidents Used To Act During Disasters",2017-08-31 15:28:00,"Elyse Wanshel","Politics","@bustournewsletter,@health_depression,@health_ibs,@health_models,@team_us_news_trends,barack-obama,donald-trump,hurricane-harvey,natural-disasters,pete-souza,republican-politics,type: news,us-news,us-presidential-elections",233734,213136,233734,114744,35564,60012,1.041,1.085,1.046,1.244,42302,176720,14712,25644,38008,8624,14646,138556,119854,18413,8,15,177416,176991,231,24,170
"https://www.huffingtonpost.com/entry/mike-pence-misleading-statements-russia_us_5a0b034ce4b0bc648a0de92a","Mike Pence Keeps Getting Caught In A Web Of Deception",2017-11-14 13:25:00,"Marina Fang","Politics","@health_depression,@health_erectile,@health_gad,@health_ibs,@health_models,@team_us_huffpost_now,donald-trump,election-campaigns,james-b-comey,michael-t-flynn,mike-pence,republican-politics,russia,type: news,us-presidential-elections,wikileaks",233716,216836,233716,252814,26978,158074,1.073,1.078,1.283,1.397,108827,101855,23034,13996,154653,18106,10425,15383,11379,3905,3,70,11814,11146,406,44,218
"https://www.huffingtonpost.com/entry/mueller-trump-russia-probe-mike-flynn_us_59ff48b5e4b0c9652ffff7eb","Mueller Has Enough Evidence to Charge Mike Flynn, Trump's Former National Security Adviser: Report",2017-11-05 12:33:00,"Staff","Politics","@health_ibs,@health_models,@team_us_news_ga,donald-trump,michael-t-flynn,mike-pence,robert-mueller,russia-investigation,type: news,us-news",233671,199067,233671,154049,32042,119833,1.046,1.215,0.825,1.051,70466,137497,25708,23404,138446,6812,13768,35218,32319,2843,1,16,22202,22049,125,11,17
"http://www.huffingtonpost.com/entry/donald-trump-priebus-flynn-comey-firings_us_597d1c2be4b02a4ebb75e460","Donald Trump Has Parted Ways With A Shocking Number Of Senior Officials",2017-07-29 21:22:00,"Daniel Marans,Lydia O'Connor","Politics","@amazonecho,@genassign,@health_depression,@health_erectile,@health_gad,@health_ibs,@health_models,@team_us_news_ga,anthony-scaramucci,donald-trump,james-b-comey,michael-flynn,reince-priebus,sean-spicer,type: news,white-house",233373,215748,233373,286153,33789,180192,1.059,1.105,1.296,1.377,104654,97566,31153,8275,186335,3504,11460,5356,3556,1634,NA,22,2164,2029,133,NA,2
"https://www.huffingtonpost.com/entry/daily-stormer-nazi-style-guide_us_5a2ece19e4b0ce3b344492f2","This Is The Daily Stormer's Playbook",2017-12-13 16:00:00,"Ashley Feinberg","Politics","@health_adhd,@health_depression,@health_erectile,@health_gad,@health_hiv,@health_ibs,@health_models,@health_pain,@team_us_enterprise_politics,cyberbullying,extremism,hate-speech,must-reads,nazis,political-science,politics,psychology,racism,the-daily-stormer,type: news,weev,white-supremacy",233175,200633,233175,430604,68949,117052,1.074,1.202,2.286,2.366,109918,107359,15898,5882,78534,11970,26034,76681,25874,48886,8,2,24826,22606,2097,99,24
"https://www.huffingtonpost.com/entry/donald-trump-charlottesville_us_598f29c2e4b0909642973a6c","Donald Trump Blames 'Many Sides' For White Supremacist Clashes In Charlottesville",2017-08-12 13:21:00,"Paige Lavender,Daniel Marans","Politics","@health_depression,@health_erectile,@health_gad,@health_ibs,@health_models,@team_us_news_ga,charlottesville-virginia,donald-trump,hate-speech,international-news,melania-trump,type: news,us-news,white-house",232951,203088,232951,191423,22387,96285,1.073,1.194,1.471,1.673,99357,99427,34167,4510,97640,2594,4344,108496,107581,813,NA,7,65111,64686,233,12,180
"http://www.huffingtonpost.com/entry/republicans-food-stamps-budget_us_5956a35ee4b02734df32408a","Food Stamps Are Holding Up The Republican Agenda",2017-07-01 08:37:00,"Arthur Delaney","Politics","@health_depression,@health_erectile,@health_ibs,@health_models,@team_us_news_national_beats,agriculture-industry,diane-black,freedom-caucus,government-spending,mike-conaway,republican-politics,supplemental-nutrition-assistance-program,type: news,united-states-house-committee-on-agriculture,united-states-house-committee-on-the-budget,united-states-senate-committee-on-agriculture-nutrition-and-forestry,us-government-resources,us-house-of-representatives,us-news,welfare-services",232601,199504,232601,312129,31655,158153,1.092,1.126,1.439,1.645,101652,101323,29626,3927,177886,6151,13413,18290,16408,1812,NA,7,7485,7307,160,NA,18
"http://www.huffingtonpost.com/entry/russia-trump-internet-laws_us_59693615e4b0174186278e40","Russia Spent A Fortune Shilling For Trump – And May Not Have Broken Any Laws",2017-07-16 23:59:00,"S.V. Date","Politics","@health_depression,@health_erectile,@health_ibs,@health_models,@team_us_news_national_beats,cyberbullying,donald-trump,donald-trump-jr,election-campaign-finance,international-news,republican-politics,russia,type: news,us-news,us-presidential-elections",232504,210239,232504,308884,30522,158940,1.085,1.109,1.458,1.651,107588,96680,28236,10325,168988,23888,8932,2201,1388,777,NA,3,1749,1667,71,5,6
"https://www.huffingtonpost.com/entry/donald-trump-jay-malsky-disney-world_us_5a46714be4b06d1621b85979","Disney World Guest Mercilessly Heckles Animatronic Donald Trump",2017-12-29 14:51:00,"David Moye","Politics","@health_adhd,@health_depression,@health_erectile,@health_gad,@health_ibs,@health_models,@team_us_huffpost_now,arts-and-entertainment,donald-trump,hate-speech,jay-malsky,type: news,us-news,walt-disney-world-resort",232217,171490,232217,257236,26800,84690,1.038,1.132,1.672,2.014,103331,107585,21301,17070,80302,6988,58420,54352,47094,6138,NA,NA,18675,18584,84,4,3
"http://www.huffingtonpost.com/entry/richard-jones-butler-county_us_595fb129e4b02e9bdb0c3b78","Sheriff In Heart Of Ohio's Opioid Epidemic Refuses To Carry Overdose Reversal Drug",2017-07-08 07:00:00,"Nick Wing","Politics","@health_adhd,@health_depression,@health_erectile,@health_gad,@health_hiv,@health_ibs,@health_models,@health_pain,@team_us_news_ga,heroin,narcan,ohio,opioid-epidemic,type: news",232035,211970,232035,271518,39204,104988,1.064,1.11,1.852,1.952,57958,149101,24976,8369,82901,37287,15847,77376,71933,5361,64,14,48485,47587,709,162,27
"http://www.huffingtonpost.com/entry/jeff-sessions-leaks_us_59807a57e4b08e1430058d5a","Jeff Sessions Floats Media Subpoenas As Part Of Crackdown On Leaks",2017-08-04 11:13:00,"Sam Levine","Politics","@genassign,@health_depression,@health_erectile,@health_ibs,@health_models,@team_us_news_ga,donald-trump,intelligence-community,james-b-comey,jeff-sessions,justice-department,leaks,rod-rosenstein,type: news,us-news",231964,212181,231964,257857,28154,170239,1.097,1.073,1.25,1.297,130649,84436,16879,5506,169131,12710,17609,10833,9147,1642,6,1,15587,15118,386,55,28
"http://www.huffingtonpost.com/entry/trump-obamacare-fail_us_596e8073e4b0000eb196a4c4","Trump's Plan To 'Let Obamacare Fail' Is Morally Appalling",2017-07-18 18:28:00,"Jeffrey Young","Politics","@health_depression,@health_erectile,@health_ibs,@health_models,@team_us_news_national_beats,affordable-care-act,congress,donald-trump,health-care,health-insurance,repeal-and-replace,republican-politics,trumpcare,type: news",231604,197067,231604,340454,26414,140945,1.098,1.189,1.67,2.039,96518,104540,30546,9437,164837,4842,8594,28893,20286,8441,27,29,41971,40938,680,268,85
"http://www.huffingtonpost.com/entry/richard-painter-gun-laws_us_59d2fc63e4b048a44324abd9","George W. Bush's Ethics Lawyer Has A Good Idea For How We Could Change Gun Laws",2017-10-03 00:21:00,"Ed Mazza","Politics","@health_adhd,@health_depression,@health_erectile,@health_gad,@health_hiv,@health_ibs,@health_models,@health_pain,@team_us_news_trends,george-w-bush,gun-control,presidency-of-george-w-bush,richard-painter,type: news,us-news",230354,212363,230354,144922,25059,123263,1.036,1.125,0.887,0.985,74048,129485,26821,4060,117886,6076,7998,78688,71843,6760,NA,2,11773,11536,186,5,46
"http://www.huffingtonpost.com/entry/mcconnell-health-care-vote_us_5976a05ae4b0e201d57775c8","Mitch McConnell's Health Care Gambit: What We Don't Know",2017-07-24 23:00:00,"Matt Fuller","Politics","@health_depression,@health_ibs,@health_models,@team_us_news_national_beats,bob-corker,chuck-grassley,dean-heller,health-care-reform,john-mccain,lisa-murkowski,mike-lee,mitch-mcconnell,obamacare,rand-paul,republican-party,republican-politics,senate,susan-collins,type: news,us-government-resources,us-news,us-presidential-elections",230246,192142,230246,331075,27560,158493,1.064,1.197,1.617,1.768,128209,79044,22993,3891,194047,2129,8693,4174,1573,2530,NA,NA,2480,2284,185,NA,11
"https://www.huffingtonpost.com/entry/trump-opioid-emergency_us_59e52816e4b02a215b326f29","Trump Officially Declares Opioid Crisis An Emergency 2 Months After Saying He Would",2017-10-26 14:34:00,"Nick Wing","Politics","@health_adhd,@health_depression,@health_erectile,@health_gad,@health_hiv,@health_ibs,@health_models,@health_pain,@team_us_news_ga,donald-trump,drug-abuse,drugs,news-and-politics,opioid-dependence,public-health,type: news",229959,208197,229959,153758,23295,180899,1.095,1.107,0.698,0.758,145415,68566,15978,2387,203083,730,3148,1944,1856,87,NA,1,1982,1955,23,NA,4
"http://www.huffingtonpost.com/entry/motel-6-admits-immigration-reports_us_59b9e79be4b086432b04471f","Motel 6 Admits Arizona Sites Were Reporting Guests To ICE Without Chain's Approval",2017-09-14 00:56:00,"Carla Herreria,Matt Ferner","Politics","@bustournewsletter,@health_erectile,@health_ibs,@health_models,@team_us_news_trends,hotels,motel-6,phoenix-arizona,phoenix-new-times,racial-profiling,type: news,undocumented-immigrants,us-immigration-and-customs-enforcement",229926,211620,229926,203565,36149,130772,1.052,1.079,1.171,1.231,95902,115877,18147,16789,115301,20016,19468,43740,41879,1669,2,1,36592,36228,299,41,24
"http://www.huffingtonpost.com/entry/obamacare-repeal-moves-ahead-senate_us_59776899e4b0a8a40e82ba32","Obamacare Repeal Moves Ahead With Key Senate Vote",2017-07-25 15:04:00,"Jeffrey Young","Politics","@breaking,@developing,@health_depression,@health_erectile,@health_gad,@health_ibs,@health_models,@team_us_news_national_beats,health-care-reform,obamacare,party-leaders-of-the-united-states-senate,public-health,republican-politics,senate,type: news,us-government-resources,us-news",229438,202991,229438,260831,26479,148454,1.073,1.141,1.375,1.502,120851,93309,15278,8585,169497,9157,8247,20455,17290,2997,5,NA,20779,20634,129,7,9
"https://www.huffingtonpost.com/entry/mike-pence-nfl-walks-out_us_59da5fb4e4b0f6eed35114bd","Mike Pence Walks Out Of NFL Game Over Kneeling Protest",2017-10-08 14:01:00,"Igor Bobic","Politics","@amazonecho,@health_depression,@health_erectile,@health_ibs,@health_models,@team_us_news_national_beats,football,indianapolis-colts,mike-pence,nfl,racism,type: news",228204,211581,228204,180126,32130,132679,1.085,1.111,1.047,1.098,77040,127739,23425,19447,131249,2859,27181,32824,29489,3319,1,14,117763,117047,539,10,167
"https://www.huffingtonpost.com/entry/bob-corker-trump-world-war-iii_us_59dad12de4b0f6eed3513cf8","GOP Sen. Bob Corker Says Trump's Volatility Could Spark 'World War III'",2017-10-08 22:13:00,"Nick Visser","Politics","@genassign,@health_depression,@health_gad,@health_ibs,@health_models,@team_us_news_ga,bob-corker,donald-trump,international-news,republican-politics,type: news,us-news,us-presidential-elections,world-war-iii",228073,204311,228073,197311,28578,157930,1.077,1.107,1.117,1.041,92464,106886,28723,9549,164708,2514,13136,18508,17181,1267,21,4,17449,17152,141,95,61
"https://www.huffingtonpost.com/entry/jaguars-owner-locks-arms-with-players_us_59c7bad1e4b0cdc77331dd3c","Jaguars Owner Locks Arms With Players After Trump Attacks On NFL Protests",2017-09-24 10:55:00,"Nina Golgowski","Politics","@health_depression,@health_erectile,@health_ibs,@health_models,@team_us_news_trends,football,jacksonville-jaguars,nfl,shahid-khan,type: news",227935,206718,227935,145549,21827,93795,1.051,1.149,1.161,1.261,55982,153192,18761,6632,103856,1425,8284,100568,97014,3468,56,5,90142,89478,192,401,71
"http://www.huffingtonpost.com/entry/bill-maher-donald-trump-tax-reform_us_59c22236e4b087fdf5091f46","Bill Maher Asks Donald Trump's Supporters: 'You Know You’re Being Conned, Right?'",2017-09-20 07:08:00,"Lee Moran","Politics","@amazonecho,@bustournewsletter,@health_ibs,@health_models,@team_us_news_trends,@usnews,arts-and-entertainment,bill-maher,donald-trump,ivanka-trump,real-time-with-bill-maher,type: news",227578,224821,227578,156614,68417,97874,1.034,1.076,0.921,0.951,102418,103918,21242,13863,61199,81513,15036,41182,38340,1234,NA,4,19918,19788,111,1,18
"https://www.huffingtonpost.com/entry/winston-churchill-nicholas-soames-donald-trump_us_59eb0b65e4b00f08619f0d65","Winston Churchill's Grandson Introduces A New Nickname For Donald Trump",2017-10-21 05:38:00,"Lee Moran","Politics","@amazonecho,@health_depression,@health_gad,@health_ibs,@health_models,@team_us_news_trends,donald-trump,islamism,nicholas-soames,police,terrorism,type: news,winston-churchill",227231,208279,227231,168310,30023,124686,1.069,1.086,1.023,1.099,74063,124883,28285,9909,112207,9920,15714,62408,54060,8155,5,32,14091,13926,127,24,14
"http://www.huffingtonpost.com/entry/trump-charlottesville-moral-authority_us_59948dffe4b0d0d2cc83bc4f","Trump Erodes Moral Authority Of The Presidency In Wake Of Charlottesville",2017-08-16 16:11:00,"Igor Bobic","Politics","@health_depression,@health_erectile,@health_ibs,@health_models,@team_us_news_national_beats,charlottesville-virginia,donald-trump,hate-speech,international-news,type: news,us-news,us-politics",226729,199552,226729,272320,27422,164943,1.06,1.151,1.267,1.424,111193,86330,29206,1477,192017,4398,7618,3299,2194,1082,NA,6,4655,4371,269,1,14
"https://www.huffingtonpost.com/entry/harvey-weinstein-donald-trump-sequel_us_59dcea8be4b0a8e1367f1bae","Harvey Weinstein's Audio Is The Horrifying Sequel To Trump's 'Access Hollywood' Tape",2017-10-10 14:12:00,"Marina Fang","Politics","@ads_sexy,@genassign,@health_adhd,@health_depression,@health_erectile,@health_gad,@health_hiv,@health_ibs,@health_models,@health_pain,@team_us_news_ga,access-hollywood,arts-and-entertainment,donald-trump,harvey-weinstein,sex-crimes,the-weinstein-company,type: news,us-news",225856,205229,225856,377567,41130,106831,1.163,1.143,2.524,2.639,68321,141536,15999,24938,96408,3067,11855,83878,70421,13202,2,9,31504,31106,328,3,67
"http://www.huffingtonpost.com/entry/senate-republicans-bcra-vote_us_5977f7dfe4b0a8a40e83a2d4","Senate Republicans Vote Down Obamacare ‘Replacement’ But Look Poised To Pass Something",2017-07-25 22:36:00,"Matt Fuller","Politics","@health_ibs,@health_models,@team_us_news_ga,democratic-caucus-of-the-united-states-senate,health-care-reform,obamacare,parliamentarian-of-the-united-states-senate,republican-politics,senate,ted-cruz,type: news,us-government-resources,us-news,us-presidential-elections",225340,195481,225340,245203,28498,133256,1.053,1.171,1.335,1.554,94577,108772,21991,8852,146180,8543,15275,31479,22940,8378,NA,NA,20188,19951,220,NA,17
"http://www.huffingtonpost.com/entry/woman-laughed-jeff-sessions_us_59a8cb8ae4b0b5e530fd7c8b","Jeff Sessions' DOJ To Put Woman Who Laughed At Jeff Sessions On Trial Yet Again",2017-09-01 11:06:00,"Ryan J. Reilly","Politics","@ads_scary,@health_depression,@health_erectile,@health_ibs,@health_models,@team_us_news_national_beats,criminal-punishment,desiree-fairooz,free-speech,jeff-sessions,trial,type: news,us-news",225159,200502,225159,300888,34152,137459,1.072,1.106,1.559,1.798,91528,107592,26039,11800,122804,15138,23054,36791,20951,14991,4,6,30350,28086,2165,39,60
"https://www.huffingtonpost.com/entry/gary-cohn-tax-cut-ceos-donors_us_5a049571e4b0f76b05c4249e","Republicans Admit That CEOs And Donors Really Need The Tax Cut Bill To Pass -- Or Else",2017-11-09 13:57:00,"Paul Blumenthal","Politics","@health_depression,@health_erectile,@health_ibs,@health_models,@team_us_news_national_beats,billionaires,chris-collins,donor,gary-cohn,lindsey-graham,personal-taxes,political-science,republican-party,republican-politics,tax-cuts,taxes,type: news,us-news",224799,191013,224799,291358,29903,137517,1.046,1.227,1.442,1.78,97536,102339,24924,5359,162656,3267,8567,23282,21900,1281,3,46,14558,14041,341,25,151
"http://www.huffingtonpost.com/entry/trump-transgender-military-service-ban-republican-opposition_us_5978bbb4e4b0e201d57a65b4","Republicans Break With Trump On Banning Transgender Soldiers",2017-07-26 13:40:00,"Marina Fang","Politics","@health_erectile,@health_ibs,@health_models,@team_us_news_ga,donald-trump,international-news,john-mccain,lgbtq-sexuality,orrin-hatch,political-science,republican-politics,richard-shelby,type: news,us-news,us-presidential-elections",224638,205885,224638,195610,23739,115445,1.063,1.087,1.32,1.373,62796,141670,20172,6181,113921,3138,15839,73642,70214,3171,1,5,58485,58300,164,7,14
"https://www.huffingtonpost.com/entry/cheyenne-river-sioux-trump-pocahontas_us_5a1eeb16e4b017a311ebcf24","Sioux Leader To Trump: 'Leave The Office You Bought And Take Your Swamp Things With You'",2017-11-29 13:35:00,"Hayley Miller","Politics","@health_adhd,@health_depression,@health_erectile,@health_gad,@health_hiv,@health_ibs,@health_models,@health_pain,@team_us_huffpost_now,american-dream,american-life,donald-trump,hate-speech,native-americans,pocahontas,political-science,sioux,type: news,united-states,us-news",224279,208872,224279,157601,30658,72160,1.071,1.134,1.514,1.576,55382,150286,18611,4647,45926,9629,21740,130174,126114,3073,63,109,222692,220502,946,726,518
"https://www.huffingtonpost.com/entry/sarah-huckabee-sanders-trump-franken_us_5a0f489de4b0dd63b1aa3ee7","White House: The Difference Between Trump And Franken Is Franken 'Admitted Wrongdoing'",2017-11-17 16:38:00,"Mollie Reilly","Politics","@ads_sexy,@genassign,@health_depression,@health_erectile,@health_ibs,@health_models,@team_us_huffpost_now,al-franken,donald-trump,republican-politics,sex-crimes,type: news,us-news,white-house",223860,208279,223860,144785,33875,122757,1.082,1.125,0.881,0.94,75671,128994,19195,18723,114933,4956,9043,58247,57314,860,4,12,25810,25497,141,21,151
"https://www.huffingtonpost.com/entry/house-republicans-tax-brackets-brady_us_5a3a74b8e4b0b0e5a79ec354","House Republicans Don't Know Some Very Basic Facts About The Tax Bill They Wrote",2017-12-20 14:36:00,"Matt Fuller","Politics","@health_depression,@health_erectile,@health_ibs,@health_models,@team_us_politics,chris-stewart,congress,diane-black,kevin-brady,personal-taxes,taxes,type: news,united-states-house-committee-on-the-budget,united-states-house-committee-on-ways-and-means,us-house-of-representatives,us-news",223546,171489,223546,259491,24110,115222,1.124,1.179,1.61,1.856,102071,99085,22390,2579,125157,24699,27910,22110,10618,11263,3,8,13596,12734,738,22,102
"http://www.huffingtonpost.com/entry/sean-spicer-and-the-mini-fridge_us_59735686e4b00e4363dfcf5d","The Curious Tale Of Sean Spicer And The Mini-Fridge In The Night",2017-07-22 11:16:00,"Doha Madani","Politics","@amazonecho,@health_depression,@health_ibs,@health_models,@team_us_news_trends,sean-spicer,type: news,us-news",223528,210110,223528,308109,31054,134616,1.103,1.094,1.47,1.937,90222,100068,33238,6202,127684,2378,12637,62982,59437,3399,NA,NA,7429,7378,51,NA,NA
"http://www.huffingtonpost.com/entry/white-nationalist-calls-presidents-denouncement-of-hate-groups-kumbaya-nonsense_us_59923778e4b09096429961e8","White Nationalist Calls Trump's Denouncement Of Hate Groups 'Kumbaya Nonsense'",2017-08-14 21:17:00,"Dana Liebelson","Politics","@bustournewsletter,@health_erectile,@health_ibs,@health_models,@must_reads,@team_us_news_national_beats,alexandria-virginia,charlottesville-virginia,donald-trump,must-reads,richard-spencer,type: news,white-nationalists,white-supremacists",223246,197443,223246,240666,28336,123443,1.082,1.134,1.419,1.582,91127,111706,20413,15449,124697,12865,11291,39892,35112,4657,94,4,15493,15130,229,95,39
"http://www.huffingtonpost.com/entry/trump-defends-joe-arpaio-pardon_us_59a480c6e4b050afa90c12d7","Trump Defends Pardoning Joe Arpaio During Hurricane, Saying He Did It For 'The Ratings'",2017-08-28 17:18:00,"Marina Fang","Politics","@bustournewsletter,@developing,@genassign,@health_ibs,@health_models,@team_us_news_ga,arizona,barack-obama,donald-trump,hurricane-harvey,immigration,joe-arpaio,racial-profiling,type: news",223135,203601,223135,156931,23244,129275,1.083,1.128,0.946,1.032,86722,114953,21460,10385,138403,1773,13776,47561,42284,5215,NA,17,28919,28647,195,1,76
