"URL","impact","Title","Visitors","Views","Engaged_minutes","New_vis.","Returning_vis.","Avg._views_new_vis.","Avg._views_ret._vis.","Avg._minutes_new_vis.","Avg._minutes_ret._vis.","Desktop_views","Mobile_views","Tablet_views","Search_refs","Internal_refs","Other_refs","Direct_refs","Fb_refs","Fb_interactions","readability","grade_level","smog_index","total_words","total_sentences","neg1","neg2","neg3","neg4","neg5","pos1","pos2","pos3","pos4","pos5","Other_Social_ref","Li_ref","Pi_ref","Other_int","Tw_int","Li_int","Pi_int"
"https://www.huffingtonpost.com/entry/donald-trump-war-on-halloween_us_59e6c5e4e4b00905bdad6662",0,"Trump Declares War On Halloween With Another Weird Christmas Rant",212780,234460,157506,29146,94802,1.059,1.087,1.202,1.267,80775,133874,19811,6523,64829,12892,14319,116393,18409,75.4,5.9,8.5,320,25,0.153846153846154,0.0769230769230769,0,0,0,0.0769230769230769,0,0.692307692307692,0,0,544,"0","1",130,"1","0","1"
"http://www.huffingtonpost.com/entry/trump-fire-and-fury_us_598b2fa8e4b0d793738c0859",1,"Trump Probably Made Up That 'Fire And Fury' Quote On His Own",208722,234296,264151,27194,170276,1.083,1.12,1.219,1.342,140041,76191,18064,9410,191395,497,6510,6480,4716,66.98,9.2,11.1,444,21,0,0.625,0.125,0,0,0.0625,0.125,0.0625,0,0,29,"0","1",33,"1","0","1"
"http://www.huffingtonpost.com/entry/pete-souza-obama-photographer-trump-natural-disasters_us_59a821dbe4b010ca289ad713",1,"Obama Photographer Reminds Us How Presidents Used To Act During Disasters",213136,233734,114744,35564,60012,1.041,1.085,1.046,1.244,42302,176720,14712,25644,38008,8624,14646,119854,176991,60.85,9.4,11.7,319,17,0.0588235294117647,0.352941176470588,0.117647058823529,0.0588235294117647,0,0.117647058823529,0.235294117647059,0.0588235294117647,0,0,289,"1","1",194,"1","1","1"
"https://www.huffingtonpost.com/entry/mike-pence-misleading-statements-russia_us_5a0b034ce4b0bc648a0de92a",0,"Mike Pence Keeps Getting Caught In A Web Of Deception",216836,233716,252814,26978,158074,1.073,1.078,1.283,1.397,108827,101855,23034,13996,154653,18106,10425,11379,11146,52.6,10.5,12.9,501,27,0.0909090909090909,0.636363636363636,0.181818181818182,0,0,0,0.0909090909090909,0,0,0,99,"1","1",262,"1","1","1"
"https://www.huffingtonpost.com/entry/mueller-trump-russia-probe-mike-flynn_us_59ff48b5e4b0c9652ffff7eb",1,"Mueller Has Enough Evidence to Charge Mike Flynn, Trump's Former National Security Adviser: Report",199067,233671,154049,32042,119833,1.046,1.215,0.825,1.051,70466,137497,25708,23404,138446,6812,13768,32319,22049,43.93,11.8,13.9,169,9,0.25,0.5,0,0,0,0.25,0,0,0,0,56,"1","1",28,"1","1","1"
"http://www.huffingtonpost.com/entry/donald-trump-priebus-flynn-comey-firings_us_597d1c2be4b02a4ebb75e460",1,"Donald Trump Has Parted Ways With A Shocking Number Of Senior Officials",215748,233373,286153,33789,180192,1.059,1.105,1.296,1.377,104654,97566,31153,8275,186335,3504,11460,3556,2029,47.93,12.3,14.3,1739,75,0.230769230769231,0.340659340659341,0.0989010989010989,0.010989010989011,0,0.10989010989011,0.164835164835165,0.043956043956044,0,0,166,"0","1",2,"1","0","1"
"https://www.huffingtonpost.com/entry/daily-stormer-nazi-style-guide_us_5a2ece19e4b0ce3b344492f2",0,"This Is The Daily Stormer's Playbook",200633,233175,430604,68949,117052,1.074,1.202,2.286,2.366,109918,107359,15898,5882,78534,11970,26034,25874,22606,59.33,10,11.5,1317,65,0.16,0.26,0.14,0.02,0,0.16,0.2,0.06,0,0,1921,"1","1",123,"1","1","1"
"https://www.huffingtonpost.com/entry/donald-trump-charlottesville_us_598f29c2e4b0909642973a6c",1,"Donald Trump Blames 'Many Sides' For White Supremacist Clashes In Charlottesville",203088,232951,191423,22387,96285,1.073,1.194,1.471,1.673,99357,99427,34167,4510,97640,2594,4344,107581,64686,49.35,11.8,13.6,784,36,0.163636363636364,0.381818181818182,0.272727272727273,0,0,0.109090909090909,0.0727272727272727,0,0,0,102,"0","1",192,"1","1","1"
"http://www.huffingtonpost.com/entry/republicans-food-stamps-budget_us_5956a35ee4b02734df32408a",1,"Food Stamps Are Holding Up The Republican Agenda",199504,232601,312129,31655,158153,1.092,1.126,1.439,1.645,101652,101323,29626,3927,177886,6151,13413,16408,7307,59.43,10,12.7,869,43,0.409090909090909,0.113636363636364,0,0,0,0.25,0.227272727272727,0,0,0,70,"0","1",18,"1","0","1"
"http://www.huffingtonpost.com/entry/russia-trump-internet-laws_us_59693615e4b0174186278e40",1,"Russia Spent A Fortune Shilling For Trump – And May Not Have Broken Any Laws",210239,232504,308884,30522,158940,1.085,1.109,1.458,1.651,107588,96680,28236,10325,168988,23888,8932,1388,1667,50.46,11.4,13.3,933,45,0.152173913043478,0.260869565217391,0.173913043478261,0,0,0.195652173913043,0.195652173913043,0,0.0217391304347826,0,36,"0","1",11,"1","1","1"
"https://www.huffingtonpost.com/entry/donald-trump-jay-malsky-disney-world_us_5a46714be4b06d1621b85979",0,"Disney World Guest Mercilessly Heckles Animatronic Donald Trump",171490,232217,257236,26800,84690,1.038,1.132,1.672,2.014,103331,107585,21301,17070,80302,6988,58420,47094,18584,59.23,10.1,12,552,27,0.0666666666666667,0.466666666666667,0.2,0,0,0,0.2,0.0666666666666667,0,0,1120,"0","0",7,"1","1","1"
"http://www.huffingtonpost.com/entry/richard-jones-butler-county_us_595fb129e4b02e9bdb0c3b78",1,"Sheriff In Heart Of Ohio's Opioid Epidemic Refuses To Carry Overdose Reversal Drug",211970,232035,271518,39204,104988,1.064,1.11,1.852,1.952,57958,149101,24976,8369,82901,37287,15847,71933,47587,54.66,11.8,13.2,1443,58,0.117647058823529,0.352941176470588,0.147058823529412,0,0,0.132352941176471,0.235294117647059,0.0147058823529412,0,0,82,"1","1",189,"1","1","1"
"http://www.huffingtonpost.com/entry/jeff-sessions-leaks_us_59807a57e4b08e1430058d5a",0,"Jeff Sessions Floats Media Subpoenas As Part Of Crackdown On Leaks",212181,231964,257857,28154,170239,1.097,1.073,1.25,1.297,130649,84436,16879,5506,169131,12710,17609,9147,15118,53.41,10.2,13.7,660,37,0.205882352941176,0.235294117647059,0.176470588235294,0,0,0.0882352941176471,0.294117647058824,0,0,0,44,"1","1",83,"1","1","1"
"http://www.huffingtonpost.com/entry/trump-obamacare-fail_us_596e8073e4b0000eb196a4c4",1,"Trump's Plan To 'Let Obamacare Fail' Is Morally Appalling",197067,231604,340454,26414,140945,1.098,1.189,1.67,2.039,96518,104540,30546,9437,164837,4842,8594,20286,40938,60.45,9.6,12.4,1303,68,0.0555555555555556,0.375,0.0416666666666667,0,0,0.0833333333333333,0.430555555555556,0.0138888888888889,0,0,166,"1","1",353,"1","1","1"
"http://www.huffingtonpost.com/entry/richard-painter-gun-laws_us_59d2fc63e4b048a44324abd9",0,"George W. Bush's Ethics Lawyer Has A Good Idea For How We Could Change Gun Laws",212363,230354,144922,25059,123263,1.036,1.125,0.887,0.985,74048,129485,26821,4060,117886,6076,7998,71843,11536,74.29,6.4,9.2,97,7,0.4,0.4,0.2,0,0,0,0,0,0,0,85,"0","1",51,"1","1","1"
"http://www.huffingtonpost.com/entry/mcconnell-health-care-vote_us_5976a05ae4b0e201d57775c8",1,"Mitch McConnell's Health Care Gambit: What We Don't Know",192142,230246,331075,27560,158493,1.064,1.197,1.617,1.768,128209,79044,22993,3891,194047,2129,8693,1573,2284,68.91,8.4,10.7,1207,63,0.142857142857143,0.214285714285714,0.0238095238095238,0,0,0.0952380952380952,0.452380952380952,0,0.0714285714285714,0,71,"0","0",11,"1","0","1"
"https://www.huffingtonpost.com/entry/trump-opioid-emergency_us_59e52816e4b02a215b326f29",1,"Trump Officially Declares Opioid Crisis An Emergency 2 Months After Saying He Would",208197,229959,153758,23295,180899,1.095,1.107,0.698,0.758,145415,68566,15978,2387,203083,730,3148,1856,1955,45.9,13.1,15,757,30,0.0652173913043478,0.369565217391304,0.260869565217391,0,0,0.108695652173913,0.195652173913043,0,0,0,1,"0","1",4,"1","0","1"
"http://www.huffingtonpost.com/entry/motel-6-admits-immigration-reports_us_59b9e79be4b086432b04471f",1,"Motel 6 Admits Arizona Sites Were Reporting Guests To ICE Without Chain's Approval",211620,229926,203565,36149,130772,1.052,1.079,1.171,1.231,95902,115877,18147,16789,115301,20016,19468,41879,36228,46.91,12.7,13.6,606,25,0.117647058823529,0.352941176470588,0.352941176470588,0,0,0.0588235294117647,0.117647058823529,0,0,0,192,"1","1",65,"1","1","1"
"http://www.huffingtonpost.com/entry/obamacare-repeal-moves-ahead-senate_us_59776899e4b0a8a40e82ba32",1,"Obamacare Repeal Moves Ahead With Key Senate Vote",202991,229438,260831,26479,148454,1.073,1.141,1.375,1.502,120851,93309,15278,8585,169497,9157,8247,17290,20634,44.78,13.5,14.2,1341,51,0.111111111111111,0.177777777777778,0.0222222222222222,0,0,0.0666666666666667,0.622222222222222,0,0,0,168,"1","0",16,"1","1","1"
"https://www.huffingtonpost.com/entry/mike-pence-nfl-walks-out_us_59da5fb4e4b0f6eed35114bd",1,"Mike Pence Walks Out Of NFL Game Over Kneeling Protest",211581,228204,180126,32130,132679,1.085,1.111,1.047,1.098,77040,127739,23425,19447,131249,2859,27181,29489,117047,59.53,9.9,12.3,502,25,0.142857142857143,0.428571428571429,0.142857142857143,0,0.0714285714285714,0.0714285714285714,0.142857142857143,0,0,0,16,"1","1",177,"1","1","1"
"https://www.huffingtonpost.com/entry/bob-corker-trump-world-war-iii_us_59dad12de4b0f6eed3513cf8",0,"GOP Sen. Bob Corker Says Trump's Volatility Could Spark 'World War III'",204311,228073,197311,28578,157930,1.077,1.107,1.117,1.041,92464,106886,28723,9549,164708,2514,13136,17181,17152,53.24,12.4,14.6,342,13,0,0.444444444444444,0.0555555555555556,0,0,0.111111111111111,0.388888888888889,0,0,0,60,"1","1",156,"1","1","1"
"https://www.huffingtonpost.com/entry/jaguars-owner-locks-arms-with-players_us_59c7bad1e4b0cdc77331dd3c",1,"Jaguars Owner Locks Arms With Players After Trump Attacks On NFL Protests",206718,227935,145549,21827,93795,1.051,1.149,1.161,1.261,55982,153192,18761,6632,103856,1425,8284,97014,89478,63.9,8.3,10.9,473,30,0.210526315789474,0.315789473684211,0,0,0.0526315789473684,0.0526315789473684,0.315789473684211,0.0526315789473684,0,0,86,"1","1",472,"1","1","1"
"http://www.huffingtonpost.com/entry/bill-maher-donald-trump-tax-reform_us_59c22236e4b087fdf5091f46",0,"Bill Maher Asks Donald Trump's Supporters: 'You Know You’re Being Conned, Right?'",224821,227578,156614,68417,97874,1.034,1.076,0.921,0.951,102418,103918,21242,13863,61199,81513,15036,38340,19788,69.21,8.3,10.9,246,13,0.363636363636364,0.0909090909090909,0,0,0,0.181818181818182,0.363636363636364,0,0,0,1608,"0","1",19,"1","1","1"
"https://www.huffingtonpost.com/entry/winston-churchill-nicholas-soames-donald-trump_us_59eb0b65e4b00f08619f0d65",0,"Winston Churchill's Grandson Introduces A New Nickname For Donald Trump",208279,227231,168310,30023,124686,1.069,1.086,1.023,1.099,74063,124883,28285,9909,112207,9920,15714,54060,13926,58.18,8.4,10.5,184,14,0.142857142857143,0.285714285714286,0.214285714285714,0,0,0.285714285714286,0,0.0714285714285714,0,0,193,"1","1",38,"1","1","1"
"http://www.huffingtonpost.com/entry/trump-charlottesville-moral-authority_us_59948dffe4b0d0d2cc83bc4f",1,"Trump Erodes Moral Authority Of The Presidency In Wake Of Charlottesville",199552,226729,272320,27422,164943,1.06,1.151,1.267,1.424,111193,86330,29206,1477,192017,4398,7618,2194,4371,57.4,10.8,13,688,31,0.142857142857143,0.257142857142857,0.342857142857143,0,0,0.114285714285714,0.0857142857142857,0.0285714285714286,0.0285714285714286,0,23,"0","1",15,"1","1","1"
"https://www.huffingtonpost.com/entry/harvey-weinstein-donald-trump-sequel_us_59dcea8be4b0a8e1367f1bae",1,"Harvey Weinstein's Audio Is The Horrifying Sequel To Trump's 'Access Hollywood' Tape",205229,225856,377567,41130,106831,1.163,1.143,2.524,2.639,68321,141536,15999,24938,96408,3067,11855,70421,31106,48.13,12.3,14.9,437,19,0.0769230769230769,0.538461538461538,0,0.0769230769230769,0,0.153846153846154,0.153846153846154,0,0,0,255,"1","1",70,"1","1","1"
"http://www.huffingtonpost.com/entry/senate-republicans-bcra-vote_us_5977f7dfe4b0a8a40e83a2d4",1,"Senate Republicans Vote Down Obamacare ‘Replacement’ But Look Poised To Pass Something",195481,225340,245203,28498,133256,1.053,1.171,1.335,1.554,94577,108772,21991,8852,146180,8543,15275,22940,19951,59.64,9.9,11.8,1121,56,0.222222222222222,0.2,0.0888888888888889,0,0,0.2,0.266666666666667,0.0222222222222222,0,0,161,"0","0",17,"1","0","1"
"http://www.huffingtonpost.com/entry/woman-laughed-jeff-sessions_us_59a8cb8ae4b0b5e530fd7c8b",1,"Jeff Sessions' DOJ To Put Woman Who Laughed At Jeff Sessions On Trial Yet Again",200502,225159,300888,34152,137459,1.072,1.106,1.559,1.798,91528,107592,26039,11800,122804,15138,23054,20951,28086,52.9,10.4,12.6,785,43,0.282608695652174,0.217391304347826,0.195652173913043,0,0,0.152173913043478,0.152173913043478,0,0,0,849,"1","1",99,"1","1","1"
"https://www.huffingtonpost.com/entry/gary-cohn-tax-cut-ceos-donors_us_5a049571e4b0f76b05c4249e",1,"Republicans Admit That CEOs And Donors Really Need The Tax Cut Bill To Pass -- Or Else",191013,224799,291358,29903,137517,1.046,1.227,1.442,1.78,97536,102339,24924,5359,162656,3267,8567,21900,14041,51.48,11,13.2,747,38,0.348837209302326,0.0930232558139535,0.0697674418604651,0,0,0.0697674418604651,0.325581395348837,0.0930232558139535,0,0,101,"1","1",176,"1","1","1"
"http://www.huffingtonpost.com/entry/trump-transgender-military-service-ban-republican-opposition_us_5978bbb4e4b0e201d57a65b4",1,"Republicans Break With Trump On Banning Transgender Soldiers",205885,224638,195610,23739,115445,1.063,1.087,1.32,1.373,62796,141670,20172,6181,113921,3138,15839,70214,58300,52.39,10.6,13.3,563,30,0.0909090909090909,0.318181818181818,0,0,0,0.0909090909090909,0.454545454545455,0,0.0454545454545455,0,257,"1","1",21,"1","1","1"
"https://www.huffingtonpost.com/entry/cheyenne-river-sioux-trump-pocahontas_us_5a1eeb16e4b017a311ebcf24",1,"Sioux Leader To Trump: 'Leave The Office You Bought And Take Your Swamp Things With You'",208872,224279,157601,30658,72160,1.071,1.134,1.514,1.576,55382,150286,18611,4647,45926,9629,21740,126114,220502,52.7,10.5,13.4,702,38,0.140625,0.171875,0.15625,0.046875,0,0.25,0.203125,0.03125,0,0,987,"1","1",1244,"1","1","1"
"https://www.huffingtonpost.com/entry/sarah-huckabee-sanders-trump-franken_us_5a0f489de4b0dd63b1aa3ee7",1,"White House: The Difference Between Trump And Franken Is Franken 'Admitted Wrongdoing'",208279,223860,144785,33875,122757,1.082,1.125,0.881,0.94,75671,128994,19195,18723,114933,4956,9043,57314,25497,63.29,8.5,11,443,27,0.176470588235294,0.352941176470588,0,0,0,0.117647058823529,0.294117647058824,0,0.0588235294117647,0,73,"1","1",172,"1","1","1"
"https://www.huffingtonpost.com/entry/house-republicans-tax-brackets-brady_us_5a3a74b8e4b0b0e5a79ec354",1,"House Republicans Don't Know Some Very Basic Facts About The Tax Bill They Wrote",171489,223546,259491,24110,115222,1.124,1.179,1.61,1.856,102071,99085,22390,2579,125157,24699,27910,10618,12734,73.58,6.6,10,1257,86,0.296296296296296,0.148148148148148,0.037037037037037,0,0,0.0740740740740741,0.333333333333333,0.111111111111111,0,0,229,"1","1",124,"1","1","1"
"http://www.huffingtonpost.com/entry/sean-spicer-and-the-mini-fridge_us_59735686e4b00e4363dfcf5d",0,"The Curious Tale Of Sean Spicer And The Mini-Fridge In The Night",210110,223528,308109,31054,134616,1.103,1.094,1.47,1.937,90222,100068,33238,6202,127684,2378,12637,59437,7378,59.64,9.9,10.7,180,9,0.166666666666667,0.333333333333333,0,0,0,0.166666666666667,0.333333333333333,0,0,0,146,"0","0",0,"1","0","0"
"http://www.huffingtonpost.com/entry/white-nationalist-calls-presidents-denouncement-of-hate-groups-kumbaya-nonsense_us_59923778e4b09096429961e8",0,"White Nationalist Calls Trump's Denouncement Of Hate Groups 'Kumbaya Nonsense'",197443,223246,240666,28336,123443,1.082,1.134,1.419,1.582,91127,111706,20413,15449,124697,12865,11291,35112,15130,60.55,9.6,11.7,841,44,0.0606060606060606,0.484848484848485,0.303030303030303,0,0,0.0909090909090909,0.0303030303030303,0.0303030303030303,0,0,123,"1","1",134,"1","1","1"
"http://www.huffingtonpost.com/entry/trump-defends-joe-arpaio-pardon_us_59a480c6e4b050afa90c12d7",1,"Trump Defends Pardoning Joe Arpaio During Hurricane, Saying He Did It For 'The Ratings'",203601,223135,156931,23244,129275,1.083,1.128,0.946,1.032,86722,114953,21460,10385,138403,1773,13776,42284,28647,51.68,10.9,12.7,215,11,0,0.272727272727273,0.0909090909090909,0,0,0,0.545454545454545,0.0909090909090909,0,0,62,"0","1",77,"1","1","1"
"http://www.huffingtonpost.com/entry/hot-dog-vendor-berkeley_us_59b7d145e4b031cc65cc9ae0",0,"Donations Pour In For Hot Dog Vendor After Viral Video Shows Cop Taking His Cash",218937,223101,194067,31813,80481,1.108,1.082,1.715,1.776,65264,146051,11786,12042,58010,21892,11913,107541,42839,57.5,10.7,12.4,706,32,0.21875,0.25,0.15625,0,0,0.1875,0.1875,0,0,0,7,"1","1",25,"1","1","1"
"https://www.huffingtonpost.com/entry/rabbi-ivanka-trump-judaism-conversion-to-judaism-slams-president-charlottesville-response_us_59956098e4b06ef724d67f88",0,"Rabbi Who Oversaw Ivanka Trump's Conversion To Judaism Slams President",209847,223082,262189,42435,131773,1.06,1.07,1.428,1.533,111679,92991,18412,28471,109313,28875,16263,20111,12627,47.32,12.6,14,547,23,0.214285714285714,0.452380952380952,0.261904761904762,0,0.0238095238095238,0.0238095238095238,0,0.0238095238095238,0,0,143,"1","1",68,"1","1","1"
"https://www.huffingtonpost.com/entry/bob-corker-donald-trump_us_59ef3032e4b03535fa93ce16",0,"Bob Corker: Donald Trump's Legacy Will Be The 'Debasement Of Our Nation'",197833,222856,397725,26079,164665,1.111,1.112,1.929,2.073,143151,63955,15750,2260,183860,1567,6343,6519,13335,63.39,8.5,11.4,554,34,0.0526315789473684,0.578947368421053,0,0,0,0.0526315789473684,0.315789473684211,0,0,0,11,"1","1",105,"1","1","1"
"https://www.huffingtonpost.com/entry/ben-sasse-question-conservatives_us_59e015c8e4b0a52aca16c169",0,"GOP Senator Has One Stinging Question For Conservatives Who Support Trump",212607,222511,131125,22118,104700,1.037,1.079,0.958,1.048,68674,130454,23383,14288,90366,3179,10636,91589,19489,59.23,10.1,12.2,163,8,0.2,0.2,0,0,0,0.5,0.1,0,0,0,146,"1","1",47,"1","1","1"
"https://www.huffingtonpost.com/entry/ryan-zinke-helicopters_us_5a2a2337e4b069ec48ac3272",1,"Ryan Zinke Spent $6,250 On A Helicopter So He Could Ride Horses With Mike Pence",117878,158260,83788,15681,82367,1.077,1.102,0.793,0.858,87759,58357,12144,6103,69151,5894,35242,17978,28668,49.35,11.8,13.4,414,19,0.142857142857143,0.428571428571429,0,0,0,0,0.428571428571429,0,0,0,95,"1","1",288,"1","1","1"
"https://www.huffingtonpost.com/entry/jeremy-bash-donald-trump_us_599c2d52e4b06a788a2bb98b",0,"Former CIA Chief Of Staff Questions Donald Trump's Vague Afghanistan Strategy",144841,158115,141722,17454,121670,1.119,1.08,0.896,1.028,100038,46231,11846,4823,131142,1513,4125,2681,2670,71.24,7.5,10.6,287,17,0.1,0.3,0,0,0,0.5,0.1,0,0,0,10,"0","1",25,"1","0","1"
"http://www.huffingtonpost.com/entry/cop-email-legislator-missing-person-alert_us_595e873ce4b0615b9e90290a",0,"Cop Shuts Down Former Legislator Who Was Annoyed By Missing Person Alert",150858,157950,120994,12585,62382,1.067,1.099,1.398,1.647,41040,96031,20879,621,44975,700,5725,97006,25693,61.77,9.1,10.4,554,31,0.0384615384615385,0.615384615384615,0.192307692307692,0,0,0.0384615384615385,0.0769230769230769,0.0384615384615385,0,0,214,"0","1",3,"1","0","1"
"http://www.huffingtonpost.com/entry/california-daca-lawsuit_us_59b6c50de4b0349d072b91fc",1,"California Sues Trump Administration Over DACA Elimination",147985,157370,116154,23184,111915,1.045,1.054,1.029,0.805,84649,60053,12668,14054,117039,5888,7878,2168,9962,37.54,14.3,15.8,704,28,0.0909090909090909,0.454545454545455,0.0303030303030303,0,0,0.272727272727273,0.121212121212121,0.0303030303030303,0,0,8,"0","1",29,"1","1","1"
"http://www.huffingtonpost.com/entry/trump-obama-supporters-poll_us_59afea06e4b0354e440e24a9",1,"There's A Potential Crack In Trump's Base: Supporters Who Once Voted For Obama",144840,157264,154974,17747,107106,1.084,1.089,1.202,1.266,89776,56609,10879,16937,104333,2701,7432,8712,3162,55.37,11.5,13.3,1184,49,0.0277777777777778,0.111111111111111,0.0833333333333333,0,0,0.222222222222222,0.444444444444444,0.0833333333333333,0.0277777777777778,0,224,"1","1",31,"1","1","1"
"https://www.huffingtonpost.com/entry/billy-baldwin-donald-trump-hitting-on-wife_us_5a174bcee4b0649480738235",0,"Actor Billy Baldwin Accuses Donald Trump Of Hitting On His Wife",140065,157241,167415,33896,89032,1.074,1.076,1.252,1.402,54718,81768,20755,17649,66052,17626,18172,21379,4296,64.3,8.1,9.9,338,22,0,0.428571428571429,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0,0,0,0,312,"1","1",76,"1","1","1"
"https://www.huffingtonpost.com/entry/trump-access-hollywood-tape-washington-monument_us_59d7aaaee4b072637c43c050",1,"Trump's 'P***y' Tape Is Playing All Day In The Shadow Of A Giant Phallus",143786,157125,142563,24001,87408,1.079,1.106,1.114,1.292,47343,92462,17320,8527,83142,6756,15166,29728,11706,61.97,9,12,691,39,0.230769230769231,0.269230769230769,0.153846153846154,0,0.0384615384615385,0.192307692307692,0.0769230769230769,0.0384615384615385,0,0,158,"0","1",68,"1","1","1"
"http://www.huffingtonpost.com/entry/ezra-cohen-watnick-fired_us_598243cae4b06d4888741ea0",1,"McMaster Fires Controversial Staffer From National Security Council Post",146678,156974,112090,20197,102356,1.029,1.062,0.893,0.905,55868,79663,21443,3845,103217,12844,5866,17081,2381,35.17,13.1,14.9,593,31,0.157894736842105,0.368421052631579,0,0,0,0.157894736842105,0.315789473684211,0,0,0,302,"1","0",27,"1","1","1"
