"URL","impact","Title","Visitors","Views","Engaged_minutes","New_vis.","Returning_vis.","Avg._views_new_vis.","Avg._views_ret._vis.","Avg._minutes_new_vis.","Avg._minutes_ret._vis.","Desktop_views","Mobile_views","Tablet_views","Search_refs","Internal_refs","Other_refs","Direct_refs","Fb_refs","Tw_refs","Fb_interactions","Tw_interactions","readability","grade_level","smog_index","total_words","total_sentences","neg1","neg2","neg3","neg4","neg5","pos1","pos2","pos3","pos4","pos5","Other_Social_ref","Li_ref","Pi_ref","Other_int","Li_int","Pi_int","Impact","Engaged_hours","Returning_vis_10000","Search_refs_10000","Internal_refs_10000","Other_refs_10000","Direct_refs_10000","Fb_refs_10000","Tw_refs_10000","Fb_interactions_10000","total_words_10"
"http://www.huffingtonpost.com/entry/kellyanne-conway-blasts-chris-cuomo-for-harvey-climate-change-question_us_59a7d6f7e4b07e81d355561f",0,"Kellyanne Conway Blasts Chris Cuomo For Harvey Climate Change Question",91057,99151,101212,19434,64261,1.081,1.068,1.144,1.207,54708,34799,9644,4057,63228,2892,5135,15249,5430,2935,79,53.81,10.1,10.9,226,13,0.25,0.25,0,0,0,0.25,0.25,0,0,0,26,"0","1",5,"0","1","N",1686.86666666667,6.4261,0.4057,6.3228,0.2892,0.5135,1.5249,0.543,0.2935,22.6
"http://www.huffingtonpost.com/entry/sarah-huckabee-sanders-press-secretary_us_597247f3e4b0e79ec19910b0",1,"Sarah Huckabee Sanders Is The New White House Press Secretary",88126,99062,106047,15446,62932,1.074,1.134,0.962,1.413,47263,43260,8539,7623,65208,2573,12605,3827,245,3867,56,54.02,10,12.8,327,19,0.25,0.3333333,0.08333333,0,0,0,0.25,0.08333333,0,0,18,"0","0",6,"0","1","Y",1767.45,6.2932,0.7623,6.5208,0.2573,1.2605,0.3827,0.0245,0.3867,32.7
"http://www.huffingtonpost.com/entry/donald-trump-call-for-nfl-boycott_us_59c7af8ce4b06ddf45f879da",1,"Donald Trump Repeats Call For NFL Boycott To Stop Anthem Protests",90611,98837,75611,10748,42625,1.093,1.107,1.331,1.416,23754,65160,9923,2761,41458,2643,5232,40660,1675,18892,43,56.69,11,12.4,778,34,0.1632653,0.4693878,0.06122449,0,0.02040816,0.04081633,0.1632653,0.08163265,0,0,50,"0","1",12,"0","1","Y",1260.18333333333,4.2625,0.2761,4.1458,0.2643,0.5232,4.066,0.1675,1.8892,77.8
"https://www.huffingtonpost.com/entry/robert-mueller-resign_us_59f885cde4b0aec1467adc91",0,"Senate Republicans Resist Calls For Robert Mueller's Resignation",93052,98782,86517,12589,71337,1.036,1.065,0.999,1.037,42761,45915,10106,1151,67705,2623,2776,10172,204,6914,32,64.3,8.1,10.6,522,34,0.2666667,0.2666667,0.06666667,0.06666667,0,0.2,0.06666667,0.06666667,0,0,1,"1","0",2,"1","0","N",1441.95,7.1337,0.1151,6.7705,0.2623,0.2776,1.0172,0.0204,0.6914,52.2
"https://www.huffingtonpost.com/entry/hillary-clinton-kushner-emails_us_59c9a459e4b01cc57ff4e15e",0,"Hillary Clinton Calls Kushner Email Revelations 'The Height Of Hypocrisy'",90408,98487,62635,13091,64725,1.058,1.088,0.735,0.829,49767,38421,10299,5282,64830,2721,6011,11153,1418,30704,229,56.49,11.1,12.4,369,16,0.1428571,0,0.7142857,0,0,0,0.1428571,0,0,0,96,"0","1",54,"1","1","N",1043.91666666667,6.4725,0.5282,6.483,0.2721,0.6011,1.1153,0.1418,3.0704,36.9
"https://www.huffingtonpost.com/entry/kellyanne-conway-ethics-violation-probe_us_5a20aa70e4b03350e0b5935a",1,"Kellyanne Conway Under Federal Investigation After Ethics Complaint",92252,98467,106300,26817,58306,1.024,1.075,1.051,1.355,34928,52794,10745,17127,42278,12743,5787,10822,4533,13263,133,58.92,10.2,12.5,435,21,0.15,0.45,0.1,0,0,0.2,0.1,0,0,0,29,"1","1",62,"1","1","Y",1771.66666666667,5.8306,1.7127,4.2278,1.2743,0.5787,1.0822,0.4533,1.3263,43.5
"http://www.huffingtonpost.com/entry/anthony-scaramucci-dead-harvard_us_59801a43e4b08e1430052d78",0,"Anthony Scaramucci Listed As Dead In Harvard Alumni Directory As Bad Week Continues",89645,98304,95007,16005,62060,1.05,1.087,1.169,1.207,39816,48615,9873,4741,63698,1886,6536,11062,2595,10792,46,43.63,11.9,14.2,210,11,0,0.3333333,0.5555556,0,0,0,0.1111111,0,0,0,16,"1","0",4,"1","1","N",1583.45,6.206,0.4741,6.3698,0.1886,0.6536,1.1062,0.2595,1.0792,21
"https://www.huffingtonpost.com/entry/roy-moore-gop-senators-donald-trump_us_5a1acfaae4b0d4906caf5ae7",0,"Trump Stands By Roy Moore, As GOP Senators Keep Their Distance",89053,98304,103832,11821,71902,1.066,1.137,1.025,1.292,43909,43260,11135,1308,81126,3491,2657,2108,260,3791,76,70.23,7.9,12,483,27,0,0.48,0.16,0,0,0.04,0.28,0,0.04,0,9,"0","1",4,"1","1","N",1730.53333333333,7.1902,0.1308,8.1126,0.3491,0.2657,0.2108,0.026,0.3791,48.3
"http://www.huffingtonpost.com/entry/chris-murphy-mass-shooting-response_us_59d23e9ce4b06791bb11e8fa",0,"Sandy Hook Senator: 'Compassion Is Important, But It Is Not Enough'",94001,98272,63760,10386,54340,1.132,1.092,1.011,1.003,36248,55265,6759,3422,52282,1436,3653,29185,878,103394,337,60.45,9.6,12.3,613,32,0.255814,0.2790698,0.2325581,0.04651163,0,0.06976744,0.1162791,0,0,0,3,"0","1",58,"1","1","N",1062.66666666667,5.434,0.3422,5.2282,0.1436,0.3653,2.9185,0.0878,10.3394,61.3
"http://www.huffingtonpost.com/entry/gop-senators-mitch-mcconnell_us_598de146e4b090964296a16a",0,"GOP Senators Throw Support Behind Mitch McConnell As Feud With Trump Escalates",91364,98214,80479,12421,69330,1.073,1.072,0.927,0.986,34473,51624,12117,1879,74080,407,4576,8802,1090,3044,59,46.57,10.8,12.6,275,17,0.1,0.5,0,0,0,0,0.4,0,0,0,47,"0","0",0,"0","0","N",1341.31666666667,6.933,0.1879,7.408,0.0407,0.4576,0.8802,0.109,0.3044,27.5
"https://www.huffingtonpost.com/entry/nissan-launches-anti-union-blitz-ahead-of-pivotal-election-in-the-south_us_597e11d0e4b02a8434b7019d",1,"Nissan Launches Anti-Union Blitz Ahead Of Pivotal UAW Election",87235,98202,115234,14505,68701,1.072,1.113,1.35,1.367,48805,36820,12577,2189,75903,876,5873,3479,1370,5671,296,70.84,7.7,10.7,1471,85,0.2295082,0.2459016,0.09836066,0,0,0.147541,0.2295082,0.01639344,0.03278689,0,50,"1","0",11,"1","1","Y",1920.56666666667,6.8701,0.2189,7.5903,0.0876,0.5873,0.3479,0.137,0.5671,147.1
"https://www.huffingtonpost.com/entry/donald-trump-twitter-deleted-account_us_59fbd4f8e4b0415a420acde2",0,"Donald Trump Tweets Cryptic Response To Twitter Account Deletion",93277,98093,63554,13702,64409,1.008,1.062,0.804,0.801,40761,49433,7899,6865,62328,4062,7289,6094,1803,568,17,45.56,11.2,13.1,275,16,0.0952381,0.6666667,0.04761905,0,0,0.0952381,0.0952381,0,0,0,331,"1","0",1,"0","1","N",1059.23333333333,6.4409,0.6865,6.2328,0.4062,0.7289,0.6094,0.1803,0.0568,27.5
"https://www.huffingtonpost.com/entry/jerusalem-trump-foreign-policy_us_5a29598fe4b03ece0300983b",1,"Jerusalem Is Just The Latest Example Of Trump's Nonsensical Foreign Policy",11433,97914,12571,2790,7219,1.091,1.118,1.177,1.269,91087,5974,853,1322,5894,1923,86064,537,329,1255,37,57.98,8.5,11.5,345,26,0.04347826,0.4782609,0.1304348,0,0,0.3043478,0.04347826,0,0,0,0,"0","0",0,"0","0","Y",209.516666666667,0.7219,0.1322,0.5894,0.1923,8.6064,0.0537,0.0329,0.1255,34.5
"https://www.huffingtonpost.com/entry/pence-trump-has-energy-can-do-spirit-reminiscent-of-teddy-roosevelt_us_5996f657e4b0a2608a6bd957",0,"Pence Calls Trump A 'Builder Of Boundless Optimism,' Compares Him To Teddy Roosevelt",85915,97832,89942,12919,62864,1.088,1.125,0.99,1.214,37084,47943,12805,2484,68164,2335,4810,10139,2406,28477,469,49.75,11.6,13.1,343,16,0.04166667,0.25,0.125,0,0,0.2916667,0.125,0.125,0.04166667,0,14,"1","1",9,"1","1","N",1499.03333333333,6.2864,0.2484,6.8164,0.2335,0.481,1.0139,0.2406,2.8477,34.3
"http://www.huffingtonpost.com/entry/donald-trump-publicly-sought-russian-help-in-the-election-one-year-ago-today_us_597a4d98e4b0da64e877e64a",0,"Donald Trump Asked For Russian Help In The Election 1 Year Ago Today",92141,97777,81345,15738,52433,1.026,1.062,1.22,1.167,27553,59551,10673,15410,44421,3342,10844,14613,1636,8925,175,50.06,11.5,13.1,1140,54,0.1851852,0.2407407,0.09259259,0,0,0.2592593,0.1851852,0.03703704,0,0,2322,"1","1",32,"1","1","N",1355.75,5.2433,1.541,4.4421,0.3342,1.0844,1.4613,0.1636,0.8925,114
"http://www.huffingtonpost.com/entry/all-the-people-trump-attacks-in-his-50-minute-ny-times-interview_us_5970065ae4b062ea5f8f16bc",0,"All The People Trump Attacks In His 50-Minute New York Times Interview",92753,97725,68418,10281,52995,1.08,1.077,1.045,1.082,34039,51182,12504,3947,49325,1544,3694,31058,807,6279,42,48.33,12.2,13.8,91,4,0,1,0,0,0,0,0,0,0,0,7,"0","1",22,"0","1","N",1140.3,5.2995,0.3947,4.9325,0.1544,0.3694,3.1058,0.0807,0.6279,9.1
"https://www.huffingtonpost.com/entry/obama-trump-colin-kaepernick_us_59c6c267e4b0cdc77331a94f",0,"Trump Ranted About Kneeling NFL Players. Obama Praised 'Their Right' To Protest.",90458,97650,46174,9550,27605,1.104,1.105,1.29,1.22,16351,74277,7022,14334,17109,6625,4853,47643,3039,44261,215,58.55,12.4,11.8,764,26,0.1282051,0.3846154,0.1538462,0,0,0.07692308,0.2051282,0.05128205,0,0,82,"1","1",86,"1","1","N",769.566666666667,2.7605,1.4334,1.7109,0.6625,0.4853,4.7643,0.3039,4.4261,76.4
"http://www.huffingtonpost.com/entry/trump-nazis_us_59905b9de4b090964297995e",0,"Here Are A Bunch Of People Donald Trump Has Criticized Instead Of Neo-Nazis",87488,97475,74126,13022,46404,1.106,1.111,1.167,1.288,32392,55452,9631,8625,40941,1733,8928,26591,3250,14643,565,58.92,10.2,13.3,643,31,0.06382979,0.4893617,0.1914894,0,0,0.106383,0.1489362,0,0,0,572,"0","1",83,"1","1","N",1235.43333333333,4.6404,0.8625,4.0941,0.1733,0.8928,2.6591,0.325,1.4643,64.3
"https://www.huffingtonpost.com/entry/senate-alexander-murray-csr-trump_us_59e653ace4b00905bdad14b3",1,"Senators Find Agreement On Obamacare Payments, Only To Have Trump Flip-Flop On Them",89107,97295,128945,12873,67694,1.055,1.111,1.438,1.625,42144,44880,10271,589,69277,2975,4809,7995,1716,6404,92,57.71,10.7,13.2,1444,66,0.08823529,0.1176471,0.01470588,0.01470588,0,0.3088235,0.3970588,0.05882353,0,0,26,"0","0",0,"0","0","Y",2149.08333333333,6.7694,0.0589,6.9277,0.2975,0.4809,0.7995,0.1716,0.6404,144.4
"http://www.huffingtonpost.com/entry/john-dingell-congress-world-war-ii-fight-nazis-again_us_59910f5be4b08a24727558d6",0,"Congress' Longest Serving WWII Vet Vows To Fight Nazis Again After Violent Protest",91224,97286,46216,10003,38122,1.088,1.079,0.894,0.978,26773,63622,6891,3487,31051,942,6424,49017,552,106521,173,61.87,9.1,12,178,10,0.5454545,0.1818182,0.09090909,0,0,0.09090909,0.09090909,0,0,0,3,"0","0",9,"1","1","N",770.266666666667,3.8122,0.3487,3.1051,0.0942,0.6424,4.9017,0.0552,10.6521,17.8
"https://www.huffingtonpost.com/entry/washington-post-jeff-bezos_us_59df9245e4b00abf3646fff9",1,"Jeff Bezos Screws Over Workers At Amazon. Now He Wants To Do The Same At The Washington Post.",91612,97170,60330,14348,35495,1.013,1.075,1.088,1.221,21296,68269,7605,27483,20875,17524,10352,4284,7302,1962,190,50.57,11.3,13.5,887,43,0.3863636,0.1363636,0.1363636,0,0,0.2045455,0.1136364,0.02272727,0,0,177,"1","0",213,"1","1","Y",1005.5,3.5495,2.7483,2.0875,1.7524,1.0352,0.4284,0.7302,0.1962,88.7
"https://www.huffingtonpost.com/entry/dana-nessel-campaign-ad_us_5a1f1116e4b0d52b8dc25af9",1,"Michigan Candidate Has An Idea How To End Harassment: Vote For Someone Without A Penis",87821,97069,29919,14766,25885,1.089,1.188,0.628,0.764,26804,64234,6031,5473,13742,1807,9488,51316,9610,60416,1779,71.55,7.4,10.7,415,25,0.2222222,0.1111111,0.1111111,0,0,0.3333333,0.2222222,0,0,0,110,"1","1",34,"1","1","Y",498.65,2.5885,0.5473,1.3742,0.1807,0.9488,5.1316,0.961,6.0416,41.5
"http://www.huffingtonpost.com/entry/trump-poll-support-levels_us_5993411fe4b0091416407ace",0,"Here's How Many Americans Say They'll Never Change Their Minds About President Trump",87753,96986,81179,18072,53705,1.109,1.091,1.025,1.144,45267,42747,8972,14204,43295,1167,5405,20512,2662,4509,37,47.83,12.4,13.5,1791,77,0.1058824,0.2352941,0.03529412,0,0,0.2352941,0.3411765,0.03529412,0,0.01176471,92,"1","1",26,"1","1","N",1352.98333333333,5.3705,1.4204,4.3295,0.1167,0.5405,2.0512,0.2662,0.4509,179.1
"http://www.huffingtonpost.com/entry/jay-sekulow-trump-russia-investigation_us_596b62c7e4b0d6341fe97dd7",0,"Trump Lawyer: Trump Jr.'s Meeting Wasn't Illegal And Also Trump Knew Nothing About It.",90011,96916,93891,13191,71479,1.103,1.093,0.97,1.147,42837,43216,10863,2765,74575,757,4605,4325,599,5605,50,60.45,9.6,11.7,999,52,0.03846154,0.2307692,0.1538462,0,0,0.2307692,0.3076923,0.03846154,0,0,16,"0","0",0,"0","0","N",1564.85,7.1479,0.2765,7.4575,0.0757,0.4605,0.4325,0.0599,0.5605,99.9
"http://www.huffingtonpost.com/entry/democrats-dreamers-trump_us_59b06ff4e4b0dfaafcf53403",1,"Democrats Hope Trump Will Make Deal On Dreamers After Debt Ceiling Cave",86829,96807,81813,11083,74548,1.104,1.094,0.898,0.95,59898,30421,6488,1351,84668,522,3194,988,211,1299,26,57.5,10.7,11.8,752,34,0.1956522,0.1521739,0.06521739,0,0,0.326087,0.2173913,0.04347826,0,0,8,"0","1",9,"0","1","Y",1363.55,7.4548,0.1351,8.4668,0.0522,0.3194,0.0988,0.0211,0.1299,75.2
"http://www.huffingtonpost.com/entry/trump-boy-scouts-speech-wsj_us_5980e465e4b02b36343e94dd",0,"Trump Says The Boy Scouts Called Him To Praise His Speech. The Group Says It Didn't.",91966,96663,66402,8371,37211,1.066,1.05,1.228,1.49,23387,65629,7647,2154,29381,1322,6197,51837,971,33903,74,56.79,11,12.1,501,22,0.2083333,0.25,0.08333333,0,0,0.1666667,0.1666667,0.125,0,0,13,"0","1",1,"1","0","N",1106.7,3.7211,0.2154,2.9381,0.1322,0.6197,5.1837,0.0971,3.3903,50.1
"http://www.huffingtonpost.com/entry/harvey-congress-shutdown_us_59a45596e4b05710aa5e0bef",1,"Hurricane Harvey Response At Risk If Congress Misses Looming Deadlines",85864,96454,106956,11575,72193,1.138,1.134,1.191,1.305,53524,31222,11708,2998,82076,561,3313,356,139,678,52,52.8,10.5,12.4,991,54,0.2142857,0.4285714,0.02380952,0,0,0.1666667,0.1666667,0,0,0,9,"1","0",17,"1","1","Y",1782.6,7.2193,0.2998,8.2076,0.0561,0.3313,0.0356,0.0139,0.0678,99.1
"http://www.huffingtonpost.com/entry/trump-clinton-double-standard_us_59664a0fe4b005b0fdca6a16",0,"Donald Trump Is Right: Hillary Was Held To A Different Standard",91296,96291,125945,11024,63914,1.047,1.065,1.437,1.729,37713,49334,9244,1031,60552,263,4981,20699,1884,13562,143,52.23,12.8,13.7,846,31,0.05454545,0.3454545,0.2181818,0,0,0.1818182,0.1818182,0,0.01818182,0,156,"1","1",32,"1","1","N",2099.08333333333,6.3914,0.1031,6.0552,0.0263,0.4981,2.0699,0.1884,1.3562,84.6
"https://www.huffingtonpost.com/entry/john-brennan-donald-trump-narcissistic_us_5a3c5f79e4b0b0e5a7a0fb1e",0,"Former CIA Director Brennan Rips Trump's 'Narcissistic, Vengeful' Behavior On UN Vote",75966,96159,89291,13055,50370,1.062,1.174,1.131,1.423,39677,46304,10178,2369,51928,2316,12420,14228,2002,6855,1122,51.89,10.8,12.5,347,18,0.25,0.25,0.1,0,0,0.25,0.1,0.05,0,0,34,"1","1",56,"1","1","N",1488.18333333333,5.037,0.2369,5.1928,0.2316,1.242,1.4228,0.2002,0.6855,34.7
"https://www.huffingtonpost.com/entry/leigh-corfman-roy-moore-accuser-open-letter_us_5a1ec306e4b0cb0e917d1127",1,"Roy Moore Accuser Writes Powerful Open Letter: 'Where Does Your Immorality End?'",87595,96088,73263,11429,62178,1.124,1.071,0.982,0.996,42595,45214,8279,5728,53116,1202,4157,20981,874,15668,171,71.75,7.3,10.3,311,19,0.25,0.4375,0.0625,0,0,0.0625,0.1875,0,0,0,259,"0","1",31,"1","1","Y",1221.05,6.2178,0.5728,5.3116,0.1202,0.4157,2.0981,0.0874,1.5668,31.1
"http://www.huffingtonpost.com/entry/chickenshit-club_us_5963fcc6e4b005b0fdc7bacb",1,"How Obama's Failure To Prosecute Wall Street Set The Stage For Trump’s Win",82743,96076,202580,14840,60928,1.062,1.154,1.976,2.808,45075,39953,11048,1588,63004,1959,9375,11016,917,8676,78,50.46,11.4,13.4,1616,78,0.112069,0.2241379,0.2068966,0.06034483,0,0.1034483,0.2672414,0.01724138,0.00862069,0,103,"1","1",110,"1","1","Y",3376.33333333333,6.0928,0.1588,6.3004,0.1959,0.9375,1.1016,0.0917,0.8676,161.6
"https://www.huffingtonpost.com/entry/donald-trump-al-franken-roy-moore_us_5a0dbddae4b0b37054f52401",0,"Donald Trump Denounces Al Franken But Remains Silent On Roy Moore",82937,95888,61330,20842,55112,1.107,1.185,0.619,0.88,30494,55691,9703,4178,50032,1898,21708,4628,422,13725,162,42,12.5,14.7,207,10,0,0.5,0,0,0,0,0.5,0,0,0,5290,"0","1",112,"1","1","N",1022.16666666667,5.5112,0.4178,5.0032,0.1898,2.1708,0.4628,0.0422,1.3725,20.7
"https://www.huffingtonpost.com/entry/access-hollywood-trump-tape_us_5a1cf253e4b0e2ddcbb23733",0,"'Access Hollywood' Shoots Down Trump: 'The Tape Is Very Real'",89349,95789,83481,13947,63319,1.078,1.049,1.02,1.074,51745,36404,7640,1758,58247,3523,7276,15478,500,9745,85,65.22,7.8,11.4,348,24,0.125,0.1875,0,0,0,0.1875,0.375,0.125,0,0,108,"0","1",38,"1","1","N",1391.35,6.3319,0.1758,5.8247,0.3523,0.7276,1.5478,0.05,0.9745,34.8
"https://www.huffingtonpost.com/entry/melania-trump-christmas-list_us_5a29be32e4b073789f686d07",0,"Donald Trump Is Making It Hard For Santa Claus To Fulfill Melania's Christmas List",34977,95760,29695,6502,23267,1.052,1.072,0.986,1.01,73663,17870,4227,3439,19180,4153,61071,2259,1248,429,16,57,10.9,12.1,429,19,0.07692308,0.2692308,0.03846154,0,0,0.2307692,0.3076923,0.07692308,0,0,2,"0","1",0,"0","0","N",494.916666666667,2.3267,0.3439,1.918,0.4153,6.1071,0.2259,0.1248,0.0429,42.9
"http://www.huffingtonpost.com/entry/lisa-murkowski-independent-obamacare-repeal_us_59aae1c1e4b0354e440ab54a",1,"At Last, Lisa Murkowski Is Acting Like The Independent Many Alaskans Wanted",86317,95734,171808,12288,60219,1.084,1.107,2.05,2.409,45136,40575,10023,1885,58162,945,8413,17837,2084,16192,180,71.24,7.5,10.7,2402,142,0.08860759,0.2151899,0.1265823,0.01265823,0,0.1139241,0.2658228,0.08860759,0.06329114,0.02531646,93,"0","0",17,"1","1","Y",2863.46666666667,6.0219,0.1885,5.8162,0.0945,0.8413,1.7837,0.2084,1.6192,240.2
"https://www.huffingtonpost.com/entry/roy-moore-foundation-nazi-donation_us_59e79abae4b08f9f9edc59a0",1,"Roy Moore’s Foundation Received A $1,000 Donation From A Nazi Group In 2005",88428,95705,100129,12888,71400,1.042,1.08,1.058,1.224,45903,39191,10611,2812,69110,3775,4410,2855,3315,7591,1765,48.23,12.2,14.3,1216,53,0.1230769,0.2769231,0.1846154,0,0,0.2,0.1846154,0.01538462,0.01538462,0,406,"0","1",11,"1","1","Y",1668.81666666667,7.14,0.2812,6.911,0.3775,0.441,0.2855,0.3315,0.7591,121.6
"https://www.huffingtonpost.com/entry/samantha-bee-ivanka-trump-president_us_5a0404c8e4b0937b510f92e2",0,"Samantha Bee Thinks Ivanka Trump Will Be The First Female President",93947,95656,34920,10836,43646,1.019,1.047,0.563,0.667,35082,53050,7524,9430,33987,3694,5279,33064,4596,9264,24,63.09,8.6,10.8,183,11,0,0.25,0.375,0,0,0.25,0.125,0,0,0,1,"0","0",3,"1","1","N",582,4.3646,0.943,3.3987,0.3694,0.5279,3.3064,0.4596,0.9264,18.3
"http://www.huffingtonpost.com/entry/chip-health-insurance-deadline_us_59d0f456e4b09538b508ca23",1,"Health Insurance For 9 Million Kids On The Line As Congress Fails To Meet Deadline",84099,95358,100294,12706,62298,1.081,1.131,1.137,1.346,46354,37712,11292,5579,66771,1073,6972,5526,326,10587,165,59.74,9.9,12.9,418,21,0.09090909,0.4545455,0.1818182,0,0,0.09090909,0.1818182,0,0,0,8,"1","1",92,"1","1","Y",1671.56666666667,6.2298,0.5579,6.6771,0.1073,0.6972,0.5526,0.0326,1.0587,41.8
