"URL","Title","Publish date","Authors","Section","Tags","Sort (Views)","Visitors","Views","Engaged minutes","New vis.","Returning vis.","Avg. views new vis.","Avg. views ret. vis.","Avg. minutes new vis.","Avg. minutes ret. vis.","Desktop views","Mobile views","Tablet views","Search refs","Internal refs","Other refs","Direct refs","Social refs","Fb refs","Tw refs","Li refs","Pi refs","Social interactions","Fb interactions","Tw interactions","Li interactions","Pi interactions"
"https://www.huffingtonpost.com/entry/rex-tillerson-diplomat-letter_us_5a2d3fbae4b073789f6a91c5","Star U.S. Diplomat Quits With Fiery Letter To Rex Tillerson",2017-12-10 10:26:00,"Igor Bobic","Politics","@health_depression,@health_gad,@health_ibs,@health_models,@team_us_politics,donald-trump,international-news,rex-tillerson,type: news,us-department-of-state,us-news",1064961,426893,1064961,197391,48611,198425,1.088,1.091,0.755,0.795,708047,306509,50405,102882,149211,48343,647902,58905,51671,3306,82,40,16652,16076,223,229,124
"https://www.huffingtonpost.com/entry/eric-trump-joins-attack-on-kirsten-gillibrand-says-she-asked-for-money-every-3-days_us_5a328f25e4b091ca2685f0f8","Eric Trump Joins Attack On Kirsten Gillibrand, Says She Asked For Money 'Every 3 Days'",2017-12-14 12:01:00,"Alanna Vagianos","Politics","@health_adhd,@health_depression,@health_erectile,@health_gad,@health_hiv,@health_ibs,@health_models,@health_pain,@team_us_huffpost_now,donald-trump,hate-speech,kirsten-gillibrand,republican-politics,sex-crimes,type: news,us-news",1004271,173986,1004271,155198,19946,112318,1.115,1.199,1.084,1.184,877154,109653,17464,8367,114660,2530,805878,48573,47817,681,NA,19,10572,10451,81,NA,40
"http://www.huffingtonpost.com/entry/obama-nelson-mandela-tweet-most-liked-twitter_us_5993183ae4b0091416402c6a","Obama’s Beautiful Charlottesville Tweet Is Most Liked Ever",2017-08-15 14:16:00,"Elyse Wanshel","Politics","@bustournewsletter,@health_depression,@health_erectile,@health_ibs,@health_models,@team_us_news_trends,@trackhatenl,barack-obama,charlottesville-virginia,democratic-politics,donald-trump,hate-speech,type: news,us-news",947704,781368,947704,437662,93413,282170,1.08,1.073,1.202,1.132,208522,680723,58459,19285,240170,115575,44993,488357,478234,9645,68,121,124876,124399,162,192,123
"http://www.huffingtonpost.com/entry/donald-trump-helps-suffering-puerto-ricans-by-throwing-paper-towels-at-them_us_59d3db64e4b0218923e5b4f7","Donald Trump Helps Suffering Puerto Ricans By Throwing Paper Towels At Them",2017-10-03 15:45:00,"Sebastian Murdock","Politics","@genassign,@health_erectile,@health_ibs,@health_models,@noad_mid_article,@team_us_news_ga,arts-and-entertainment,donald-trump,hurricane-maria,puerto-rico,type: news,us-news",942810,835851,942810,502289,124261,289528,1.082,1.124,1.185,1.199,229682,655084,58044,149483,243778,36030,89699,384512,377499,6587,38,14,400636,399379,404,666,187
"http://www.huffingtonpost.com/entry/trump-police-brutality_us_597b840fe4b02a8434b6575a","Donald Trump Endorses Police Brutality In Speech To Cops",2017-07-28 14:49:00,"Ryan J. Reilly","Politics","@ads_scary,@developing,@health_depression,@health_erectile,@health_gad,@health_ibs,@health_models,@team_us_news_national_beats,donald-trump,type: news,us-news",928850,839889,928850,500045,111336,280305,1.117,1.137,1.338,1.233,210738,657576,60536,73719,193286,67311,92319,465347,444630,18182,106,57,489358,486106,1838,644,770
"http://www.huffingtonpost.com/entry/this-holocaust-survivor-noticed-a-detail-in-charlottesville-you-might-have-missed_us_59a09bf8e4b05710aa5c3feb","This Holocaust Survivor Noticed A Detail In Charlottesville You Might Have Missed",2017-08-25 18:06:00,"Alessandra Freitas","Politics","@ads_scary,@health_adhd,@health_depression,@health_erectile,@health_gad,@health_hiv,@health_ibs,@health_models,@health_pain,@team_us_news_ga,charlottesville-virginia,donald-trump,hate-crimes,hate-speech,nazi-party,romania,the-holocaust,type: news,us-news",923889,856006,923889,757769,142677,392323,1.076,1.088,1.438,1.425,263881,543857,116151,7086,284116,53825,63819,454674,427719,24829,243,711,112922,109505,1996,579,842
"https://www.huffingtonpost.com/entry/donald-trump-omarosa-tweet-reaction_us_5a322b45e4b01bdd7659fb90","Donald Trump Tickles Tweeters With His Curt Message To Omarosa",2017-12-14 03:28:00,"Lee Moran","Politics","@health_depression,@health_erectile,@health_ibs,@health_models,@team_us_huffpost_now,arts-and-entertainment,celebrity-apprentice,donald-trump,omarosa-manigault,the-apprentice,type: news",916056,164002,916056,207191,24120,121156,1.056,1.07,1.306,1.48,835369,63690,16997,16944,115946,4075,748686,11205,6771,4410,NA,1,837,816,16,4,1
"http://www.huffingtonpost.com/entry/nfl-stars-donald-trump-comments-speech_us_59c60a89e4b0cdc773318071","NFL Stars Erupt In Anger Over Donald Trump's 'Son Of A Bitch' Speech",2017-09-23 04:19:00,"Lee Moran","Politics","@amazonecho,@bustournewsletter,@health_erectile,@health_ibs,@health_models,@team_us_news_trends,colin-kaepernick,donald-trump,football,nfl,politics,racism,type: news",908624,768815,908624,1090974,147139,341960,1.042,1.264,1.786,2.473,189419,630876,88329,69856,339383,35038,111291,313870,288881,16885,59,43,144025,142934,476,281,334
"https://www.huffingtonpost.com/entry/roy-moore-slavery-twitter-response_us_5a29d45be4b069ec48ac1aae","Roy Moore Believes America Was Great During Slavery. Twitter Users Detonate.",2017-12-07 21:16:00,"Mary Papenfuss","Politics","@health_adhd,@health_depression,@health_erectile,@health_gad,@health_hiv,@health_ibs,@health_models,@health_pain,@team_us_huffpost_now,alabama,america,gabrielle-union,roy-moore,slavery,twitter,type: news,us-news",898779,507668,898779,658426,140562,312934,1.09,1.205,1.316,1.475,470346,377490,50943,146675,240269,23731,338401,86471,78644,7427,53,43,77957,76159,1364,266,168
"http://www.huffingtonpost.com/entry/tony-schwartz-trump-resign_us_59952d91e4b06ef724d64fd6","'Art Of The Deal' Co-Author Tony Schwartz Predicts Trump's About To Resign",2017-08-17 02:57:00,"Ed Mazza","Politics","@bustournewsletter,@health_erectile,@health_ibs,@health_models,@team_us_news_trends,donald-trump,hillary-clinton,tony-schwartz,type: news,us-news",897089,792984,897089,597046,151856,367831,1.048,1.104,1.049,1.155,305884,507426,83779,44962,253601,23595,108832,406398,383259,13809,63,53,162160,161242,488,269,161
"https://www.huffingtonpost.com/entry/trump-twitter-account-inaccessible_us_59fbb4a9e4b0b0c7fa393566","Rogue Twitter Employee Deletes Donald Trump’s Account On Last Day",2017-11-02 21:12:00,"Doha Madani","Politics","@health_ibs,@health_models,@team_us_news_trends,donald-trump,international-news,social-networking,twitter,type: news",868754,858041,868754,260762,68470,155600,1.057,1.104,1.176,1.104,104932,727772,36050,13384,111016,4074,23909,693774,683376,10069,101,3,346896,346221,306,317,52
"http://www.huffingtonpost.com/entry/obama-charlottesville-protests_us_598f998ee4b09071f69a2a2b","Obama Responds To Charlottesville Violence With A Quote From Nelson Mandela",2017-08-12 20:35:00,"Paige Lavender","Politics","@health_depression,@health_erectile,@health_ibs,@health_models,@team_us_news_ga,barack-obama,charlottesville-virginia,democratic-politics,hate-speech,international-news,nelson-mandela,type: news,us-news",855693,771213,855693,414695,138746,209172,1.084,1.125,1.201,1.124,134266,631754,89673,44781,122726,24288,46741,583045,544826,37070,421,429,555368,553773,328,995,272
"http://www.huffingtonpost.com/entry/donald-trump-san-juan-mayor_us_59cf81b6e4b09538b50873d3","San Juan Mayor Responds To Trump's Attacks: 'I Was Asking For Help'",2017-09-30 07:51:00,"Lee Moran","Politics","@amazonecho,@bustournewsletter,@health_depression,@health_ibs,@health_models,@team_us_news_trends,carmen-yulin-cruz,donald-trump,hurricane-maria,puerto-rico,san-juan-puerto-rico,type: news,us-news,us-politics",820226,713107,820226,629374,77624,272431,1.092,1.256,1.483,1.838,185442,564957,69827,26314,298121,195920,51503,216044,207702,8101,159,9,115799,114878,469,340,112
"http://www.huffingtonpost.com/entry/louise-linton-steve-mnuchin-wife-instagram_us_599b9b16e4b04c532f43dd69","Steve Mnuchin’s Wife Has A ‘Let Them Eat Cake’ Moment On Instagram",2017-08-21 23:17:00,"Yashar Ali","Politics","@bustournewsletter,@health_erectile,@health_ibs,@health_models,@team_us_news_national_beats,fashion,instagram,louise-linton,steven-mnuchin,type: news,us-treasury-secretary",799804,724005,799804,839902,100583,376337,1.038,1.155,1.534,1.809,307331,422394,70079,35890,349442,20268,46821,292015,243520,45513,51,22,37948,36038,1626,193,91
"http://www.huffingtonpost.com/entry/anthony-scaramucci-what-went-wrong_us_59811cc9e4b02b36343ec1da","Why The Mooch Lost His Cool",2017-08-01 22:01:00,"Staff","Politics","@developing,@health_adhd,@health_depression,@health_erectile,@health_ibs,@health_models,@health_pain,@team_us_news_national_beats,anthony-scaramucci,donald-trump,ryan-lizza,the-new-yorker,type: news,white-house",796176,690363,796176,1646038,133620,416443,1.09,1.171,2.751,3.024,298098,396609,101469,42855,373658,38803,164296,125066,62287,62563,69,2,5236,4236,827,161,12
"http://www.huffingtonpost.com/entry/trump-puerto-rico-everything-done-for-them-mar-a-lago_us_59d031c0e4b05f005d34a6dd","One Photo Stands Out After Trump Says Puerto Rico Wants 'Everything Done For Them'",2017-09-30 22:10:00,"Carla Herreria","Politics","@health_ibs,@health_models,@team_us_news_trends,arts-and-entertainment,donald-trump,puerto-rico,trump-family,type: news,us-news",794201,718624,794201,477139,105205,214794,1.09,1.177,1.26,1.59,148013,563509,82679,40939,123166,31869,91421,478542,448104,18867,137,155,46511,46048,238,160,65
"https://www.huffingtonpost.com/entry/paul-manafort-daughter-trump-texts_us_59f748b6e4b03cd20b832fe0","Paul Manafort's Daughter Texted Friends About How Tight Her Dad Was With Trump",2017-10-31 13:41:00,"Ashley Feinberg","Politics","2016-election,@health_depression,@health_erectile,@health_ibs,@health_models,@team_us_news_national_beats,corey-lewandowski,donald-trump,lockheed-martin,must-reads,paul-j-manafort,trump-tower,type: news,us-presidential-election",762603,656150,762603,1516214,110250,333841,1.078,1.196,2.926,3.52,285253,415515,61835,73718,300686,37946,81184,211854,161801,36932,97,32,40045,38586,1040,188,231
"http://www.huffingtonpost.com/entry/look-at-whats-happening-in-america-in-2017_us_598f376ae4b0909642974427","Look At What's Happening In America In 2017",2017-08-12 15:01:00,"Jenna Amatulli","Politics","@ads_sexy,@bustournewsletter,@health_ibs,@health_models,@team_us_news_trends,charlottesville-virginia,hate-speech,international-news,racism,type: news,united-states,us-news,virginia,white-supremacism",760913,684911,760913,529508,85731,95407,1.087,1.169,2.75,3.06,75937,635059,49917,53475,39708,2093,38784,603060,596790,5978,4,28,533674,533170,319,49,136
"http://www.huffingtonpost.com/entry/eric-bolling-fox-news-text-messages_us_5984d2bbe4b0cb15b1be6d65","Fox News Host Sent Unsolicited Lewd Text Messages To Colleagues, Sources Say",2017-08-04 20:23:00,"Yashar Ali","Politics","@health_depression,@health_erectile,@health_ibs,@health_models,@team_us_news_national_beats,eric-bolling,fox-business-network,fox-entertainment-group,fox-news,hate-speech,must-reads,type: news,us-news",755574,627402,755574,674774,190200,337130,1.084,1.155,1.38,1.19,248909,400257,106408,133370,294444,112055,100095,68832,48255,19344,13,16,36633,26819,9649,115,50
"http://www.huffingtonpost.com/entry/anthony-scaramucci-out-as-communications-director_us_597f78abe4b00bb8ff38849f","Anthony Scaramucci Out At White House After A Whirlwind 10 Days",2017-07-31 14:41:00,"Paige Lavender","Politics","@health_ibs,@health_models,@team_us_news_ga,anthony-scaramucci,arts-and-entertainment,executive-office-of-the-president-of-the-united-states,type: news,us-news,white-house-communications-director",751279,632540,751279,658243,122517,349921,1.042,1.277,1.113,1.484,312954,386472,51853,17280,380142,9141,126084,178977,170750,7521,35,5,137842,137370,273,137,62
"http://www.huffingtonpost.com/entry/donald-trump-barcelona_us_5995bcd4e4b0d0d2cc851561","Trump's Quick Response To Barcelona Attack Makes His Charlottesville Reactions Look Even Worse",2017-08-17 14:30:00,"Paige Lavender","Politics","@health_depression,@health_erectile,@health_ibs,@health_models,@team_us_news_ga,barcelona,charlottesville-virginia,donald-trump,hate-crimes,hate-speech,international-news,terrorism,type: news,us-news",747921,660965,747921,766671,101323,406633,1.075,1.124,1.416,1.495,323060,364940,59921,75636,421941,72726,31854,98807,95882,2737,19,45,35945,35088,527,101,229
"http://www.huffingtonpost.com/entry/steve-bannon-out_us_597242dfe4b09e5f6ccf1ac8","Top Trump Adviser Steve Bannon Out From White House",2017-08-18 12:50:00,"Sam Levine","Politics","@developing,@health_erectile,@health_ibs,@health_models,@team_us_news_ga,business,donald-trump,election-campaigns,hate-speech,republican-politics,steve-bannon,type: news,us-news,white-house",735327,584198,735327,812772,116531,363318,1.057,1.34,1.206,1.783,322559,362107,50661,18660,420328,74723,69903,103377,99365,3889,2,4,96673,96112,426,28,107
"http://www.huffingtonpost.com/entry/bernie-sanders-hillary-clinton-stephen-colbert_us_59b23843e4b0dfaafcf6dc94","Bernie Sanders Ruthlessly Sums Up 'What Happened' To Hillary Clinton",2017-09-08 05:05:00,"Ed Mazza","Politics","@bustournewsletter,@health_ibs,@health_models,@team_us_news_trends,bernie-sanders,democratic-politics,hillary-clinton,stephen-colbert,type: news,us-news",707856,629388,707856,398594,199332,256789,1.061,1.156,0.812,0.893,290546,347142,70168,41763,164940,120671,43308,291058,288263,2568,7,7,62444,62190,195,35,24
"http://www.huffingtonpost.com/entry/monica-lewinsky-emoji-anthony-scaramucci_us_598c849fe4b0d793738d362c","Monica Lewinsky's Tweet About Anthony Scaramucci Says It All",2017-08-10 13:01:00,"David Moye","Politics","@health_erectile,@health_ibs,@health_models,@team_us_news_trends,anthony-scaramucci,linda-tripp,monica-lewinsky,ryan-lizza,type: news,us-news",699330,645260,699330,452106,147799,284078,1.054,1.065,1.115,0.98,220560,404354,74416,17946,216442,124726,31149,269499,257483,11881,7,2,5078,5009,18,49,2
"http://www.huffingtonpost.com/entry/anthony-scaramucci-reince-priebus_us_597b6e06e4b02a8434b63e5a","Here's The Real Reason Anthony Scaramucci Hates Reince Priebus",2017-07-28 14:48:00,"Staff","Politics","@health_erectile,@health_ibs,@health_models,@team_us_news_national_beats,anthony-scaramucci,donald-trump,donald-trump-jr,jared-kushner,reince-priebus,republican-politics,type: news,us-news,white-house",698014,622030,698014,1109095,101961,349223,1.06,1.19,2.223,2.544,239638,363157,95219,38816,337709,20812,70758,188636,131868,46214,10088,22,24155,20574,924,2618,39
"https://www.huffingtonpost.com/entry/lebron-james-tweets-brutal-response-to-trumps-steph-curry-tweet_us_59c6831ce4b06ddf45f8447c","LeBron James Tweets Brutal Response To Trump's Steph Curry Tweet",2017-09-23 12:39:00,"Samantha Tomaszewski","Politics","@amazonecho,@bustournewsletter,@health_ibs,@health_models,@team_us_news_trends,basketball,donald-trump,lebron-james,nba,stephen-curry,type: news,white-house",696599,618216,696599,244742,77524,181884,1.112,1.18,0.901,0.937,119863,529259,47477,91624,167615,23566,36194,356887,343813,12688,333,44,144624,143792,175,576,81
"https://www.huffingtonpost.com/entry/trump-al-franken-tweet-backfires_us_5a0e731ae4b045cf43708e39","Trump's Tweet Condemning Al Franken Assault Allegations Backfires Spectacularly",2017-11-17 03:59:00,"Rebecca Shapiro","Politics","@ads_sexy,@health_adhd,@health_depression,@health_erectile,@health_gad,@health_hiv,@health_ibs,@health_models,@health_pain,@team_us_huffpost_now,al-franken,arts-and-entertainment,child-abuse,donald-trump,sex-crimes,type: news,us-news",691994,643438,691994,864626,146752,271507,1.05,1.099,1.83,2.079,300790,329108,62096,9601,188315,7068,19769,418675,407985,10328,2,333,106666,106196,159,11,300
"https://www.huffingtonpost.com/entry/ivanka-ad-trolls-trump-rally_us_5a2b63fbe4b0a290f050ed75","Truck Ad Featuring Ivanka Trump Bashing Roy Moore Trolls Dad's Rally",2017-12-09 01:02:00,"Mary Papenfuss","Politics","@ads_sexy,@health_depression,@health_erectile,@health_ibs,@health_models,@team_us_huffpost_now,donald-trump,election-campaigns,elections,ivanka-trump,pensacola-florida,republican-politics,roy-moore,sexual-misconduct,type: news,us-news",678382,69855,678382,46480,13215,46585,1.093,1.092,0.685,0.787,632584,37024,8774,2334,42807,2127,606390,14676,12539,635,NA,1,25172,24982,169,NA,21
"https://www.huffingtonpost.com/entry/trump-bloody-cnn-tweet_us_5a402d09e4b025f99e17c37d","Twitter Reacts After Trump Retweets Photo Of Himself With Bloody CNN Logo",2017-12-24 19:04:00,"Antonia Blumberg","Politics","@amazonecho,@health_depression,@health_gad,@health_ibs,@health_models,@team_us_huffpost_now,arts-and-entertainment,cnn,donald-trump,twitter,type: news,us-news",669038,385740,669038,397365,50617,182264,1.064,1.242,1.308,1.768,312790,310940,45308,50184,196610,26277,244242,115079,110493,4240,16,65,7204,7061,64,39,40
"http://www.huffingtonpost.com/entry/trump-staffer-positive-news-stories-resigns_us_599fbb58e4b0821444c25fad","Trump Staffer Responsible For Finding Positive News Stories Resigns",2017-08-25 04:56:00,"Rebecca Shapiro","Politics","@bustournewsletter,@health_depression,@health_ibs,@health_models,@team_us_news_trends,donald-trump,republican-politics,type: news,us-news,white-house,white-house-chief-of-staff,white-house-chief-strategist",663301,619848,663301,371805,98381,288387,1.064,1.091,0.875,0.992,164830,435216,63255,71843,176706,46702,84267,249861,207610,20603,92,25,134855,132826,1501,365,163
"https://www.huffingtonpost.com/entry/cory-booker-donald-trump-resign_us_5a2d4664e4b0a290f0517952","Cory Booker Calls On Donald Trump To Resign Over Sexual Misconduct Allegations",2017-12-10 11:50:00,"Hayley Miller","Politics","@ads_sexy,@health_erectile,@health_ibs,@health_models,@team_us_huffpost_now,cory-booker,donald-trump,republican-politics,sex-crimes,type: news,us-congressional-elections,us-news,us-presidential-elections",648478,141367,648478,148525,34856,85499,1.072,1.171,1.078,1.248,540739,88629,19110,21753,82272,14849,487008,23791,23013,528,220,5,46933,45847,249,669,168
"http://www.huffingtonpost.com/entry/charlottesville-vice-documentary_us_59930983e4b09071f69cc8f6","This Charlottesville Documentary Is Required Watching For Americans in 2017",2017-08-15 11:39:00,"Jenna Amatulli","Politics","@ads_scary,@health_ibs,@health_models,@team_us_news_trends,arts-and-entertainment,charlottesville-virginia,racism,type: news,us-news,vice-media",645772,518009,645772,232653,83127,85462,1.162,1.419,1.114,1.424,99913,503760,42099,18846,25400,3542,70194,503743,499425,4015,30,9,221542,220935,272,186,149
"https://www.huffingtonpost.com/entry/ted-cruz-net-neutrality-porn_us_5a339976e4b040881be9663a","1 Embarrassing Photo Shuts Down Ted Cruz's Argument Against Net Neutrality",2017-12-15 05:26:00,"Ed Mazza","Politics","@health_adhd,@health_depression,@health_erectile,@health_gad,@health_hiv,@health_ibs,@health_models,@health_pain,@team_us_huffpost_now,net-neutrality,republican-politics,ted-cruz,type: news",642458,448143,642458,361661,50281,231512,1.125,1.14,1.129,1.274,335181,267985,39292,61850,229298,24500,160028,121512,110224,10337,2,4,10287,10180,74,8,25
"https://www.huffingtonpost.com/entry/donald-trump-shooting-wrong-tweet_us_5a0bedf9e4b0bc648a0ebb0a","Twitter Slams Donald Trump For Tweeting Condolences About The Wrong Mass Shooting",2017-11-15 03:51:00,"Lee Moran","Politics","@ads_scary,@health_adhd,@health_depression,@health_erectile,@health_gad,@health_hiv,@health_ibs,@health_models,@health_pain,@team_us_huffpost_now,donald-trump,mass-shootings,sutherland-springs-texas,twitter,type: news,us-news",637512,581900,637512,492611,109866,226071,1.056,1.085,1.337,1.546,169477,422327,45708,37560,112015,70884,32031,349472,342140,6639,112,55,108554,107236,320,560,438
"https://www.huffingtonpost.com/entry/trump-falsehoods-tax-cuts_us_5a3d72a1e4b06d1621b44a8c","Trump's Credibility Is So Low That Americans Don’t Believe They’re Getting A Tax Cut",2017-12-24 06:01:00,"S.V. Date","Politics","@health_erectile,@health_ibs,@health_models,@team_us_politics,donald-trump,legal-issues,personal-taxes,political-opinion-polls,political-science,republican-politics,tax-policy-center,type: news,us-news,us-presidential-elections",635378,167920,635378,131577,27515,83433,1.076,1.185,0.991,1.22,486481,131029,17868,24294,58198,37672,458432,27077,25644,521,63,3,14077,13381,192,392,112
"https://www.huffingtonpost.com/entry/danny-masterson-netflix-executive-rape-allegations_us_5a24b480e4b03c44072e6b97","Netflix Exec Tells Woman The Company Doesn’t Believe Actor’s Rape Accusers. Then She Said She Was One.",2017-12-04 11:55:00,"Yashar Ali","Politics","@ads_scary,@health_adhd,@health_depression,@health_erectile,@health_gad,@health_hiv,@health_ibs,@health_models,@health_pain,@team_us_enterprise_politics,danny-masterson,netflix,sex-crimes,television,type: news",629601,598190,629601,337179,89169,130697,1.043,1.073,1.537,1.518,119257,476881,33463,167548,44523,82089,95158,196496,92174,99625,41,6,19989,17875,1995,85,34
"https://www.huffingtonpost.com/entry/ivanka-trumps-vacation-photos-accidentally-include-a-confederate-flag_us_5a452be9e4b0b0e5a7a55119","Ivanka Trump's Vacation Picture Has A Confederate Flag In The Background",2017-12-28 14:18:00,"Carly Ledbetter","Politics","@health_depression,@health_erectile,@health_ibs,@health_models,@team_us_huffpost_now,arts-and-entertainment,confederate-flags,donald-trump,hate-speech,ivanka-trump,tiffany-trump,trump-family,type: news",613436,351707,613436,308923,37367,130698,1.09,1.106,1.331,1.176,317094,259122,37220,46663,105949,17118,255576,169295,163429,5658,18,6,3192,3066,60,30,36
