URL,Title,Publish date,Authors,Section,Tags,Sort (Views),Visitors,Views,Engaged minutes,New vis.,Returning vis.,Avg. views new vis.,Avg. views ret. vis.,Avg. minutes new vis.,Avg. minutes ret. vis.,Desktop views,Mobile views,Tablet views,Search refs,Internal refs,Other refs,Direct refs,Social refs,Fb refs,Tw refs,Li refs,Pi refs,Social interactions,Fb interactions,Tw interactions,Li interactions,Pi interactions,impact
http://www.huffingtonpost.com/entry/kellyanne-conway-blasts-chris-cuomo-for-harvey-climate-change-question_us_59a7d6f7e4b07e81d355561f,Kellyanne Conway Blasts Chris Cuomo For Harvey Climate Change Question,8/31/17 6:30,Ron Dicker,Politics,"@health_ibs,@health_models,@team_us_news_trends,christopher-cuomo,climate-change,cnn,earth-sciences,kellyanne-conway,type: news,us-news",99151,91057,99151,101212,19434,64261,1.081,1.068,1.144,1.207,54708,34799,9644,4057,63228,2892,5135,20705,15249,5430,NA,7,3019,2935,79,NA,5,0
http://www.huffingtonpost.com/entry/sarah-huckabee-sanders-press-secretary_us_597247f3e4b0e79ec19910b0,Sarah Huckabee Sanders Is The New White House Press Secretary,7/21/17 14:40,Mollie Reilly,Politics,"@genassign,@health_ibs,@health_models,@team_us_news_ga,anthony-scaramucci,sarah-huckabee-sanders,sean-spicer,type: news,us-news,white-house,white-house-communications-director,white-house-press-secretary",99062,88126,99062,106047,15446,62932,1.074,1.134,0.962,1.413,47263,43260,8539,7623,65208,2573,12605,4090,3827,245,NA,NA,3929,3867,56,NA,6,1
http://www.huffingtonpost.com/entry/donald-trump-call-for-nfl-boycott_us_59c7af8ce4b06ddf45f879da,Donald Trump Repeats Call For NFL Boycott To Stop Anthem Protests,9/24/17 10:26,Daniel Marans,Politics,"@bustournewsletter,@genassign,@health_depression,@health_erectile,@health_gad,@health_ibs,@health_models,@team_us_news_ga,donald-trump,football,hate-speech,nfl,type: news",98837,90611,98837,75611,10748,42625,1.093,1.107,1.331,1.416,23754,65160,9923,2761,41458,2643,5232,42385,40660,1675,NA,1,18947,18892,43,NA,12,1
https://www.huffingtonpost.com/entry/robert-mueller-resign_us_59f885cde4b0aec1467adc91,Senate Republicans Resist Calls For Robert Mueller's Resignation,10/31/17 16:56,Igor Bobic,Politics,"@health_ibs,@health_models,@team_us_news_national_beats,fbi,industries,party-leaders-of-the-united-states-senate,republican-politics,robert-mueller,type: news,us-news,us-presidential-elections",98782,93052,98782,86517,12589,71337,1.036,1.065,0.999,1.037,42761,45915,10106,1151,67705,2623,2776,10377,10172,204,1,NA,6948,6914,32,2,NA,0
https://www.huffingtonpost.com/entry/hillary-clinton-kushner-emails_us_59c9a459e4b01cc57ff4e15e,Hillary Clinton Calls Kushner Email Revelations 'The Height Of Hypocrisy',9/25/17 21:32,Nick Visser,Politics,"@genassign,@health_ibs,@health_models,@team_us_news_ga,democratic-politics,donald-trump,e-mail,hillary-clinton,ivanka-trump,jared-kushner,political-science,republican-politics,type: news,us-news,us-presidential-elections,white-house",98487,90408,98487,62635,13091,64725,1.058,1.088,0.735,0.829,49767,38421,10299,5282,64830,2721,6011,12667,11153,1418,NA,6,30987,30704,229,16,38,0
https://www.huffingtonpost.com/entry/kellyanne-conway-ethics-violation-probe_us_5a20aa70e4b03350e0b5935a,Kellyanne Conway Under Federal Investigation After Ethics Complaint,11/30/17 23:18,Mary Papenfuss,Politics,"@health_ibs,@health_models,@team_us_huffpost_now,campaign-legal-center,ethics,kellyanne-conway,political-science,type: news,us-news,us-politics,walter-shaub",98467,92252,98467,106300,26817,58306,1.024,1.075,1.051,1.355,34928,52794,10745,17127,42278,12743,5787,15384,10822,4533,10,19,13458,13263,133,57,5,1
http://www.huffingtonpost.com/entry/anthony-scaramucci-dead-harvard_us_59801a43e4b08e1430052d78,Anthony Scaramucci Listed As Dead In Harvard Alumni Directory As Bad Week Continues,8/1/17 5:59,Dominique Mosbergen,Politics,"@health_adhd,@health_depression,@health_ibs,@health_models,@team_us_news_trends,anthony-scaramucci,harvard-law-school,harvard-university,type: news,us-news,white-house",98304,89645,98304,95007,16005,62060,1.05,1.087,1.169,1.207,39816,48615,9873,4741,63698,1886,6536,13673,11062,2595,1,NA,10842,10792,46,3,1,0
https://www.huffingtonpost.com/entry/roy-moore-gop-senators-donald-trump_us_5a1acfaae4b0d4906caf5ae7,"Trump Stands By Roy Moore, As GOP Senators Keep Their Distance",11/26/17 11:20,Marina Fang,Politics,"@ads_sexy,@amazonecho,@health_erectile,@health_ibs,@health_models,@team_us_huffpost_now,donald-trump,republican-party,republican-politics,roy-moore,type: news,us-news,us-presidential-elections",98304,89053,98304,103832,11821,71902,1.066,1.137,1.025,1.292,43909,43260,11135,1308,81126,3491,2657,2377,2108,260,NA,3,3871,3791,76,1,3,0
http://www.huffingtonpost.com/entry/chris-murphy-mass-shooting-response_us_59d23e9ce4b06791bb11e8fa,"Sandy Hook Senator: 'Compassion Is Important, But It Is Not Enough'",10/2/17 10:02,"Marina Fang,Nick Visser",Politics,"@ads_scary,@health_adhd,@health_depression,@health_erectile,@health_gad,@health_hiv,@health_ibs,@health_models,@health_pain,@team_us_news_ga,chris-murphy,las-vegas,murder-and-manslaughter,newtown-public-schools,sandy-hook,type: news,united-states,us-news",98272,94001,98272,63760,10386,54340,1.132,1.092,1.011,1.003,36248,55265,6759,3422,52282,1436,3653,30066,29185,878,NA,2,103789,103394,337,18,40,0
http://www.huffingtonpost.com/entry/gop-senators-mitch-mcconnell_us_598de146e4b090964296a16a,GOP Senators Throw Support Behind Mitch McConnell As Feud With Trump Escalates,8/11/17 13:55,Paige Lavender,Politics,"@health_ibs,@health_models,@team_us_news_ga,bob-corker,donald-trump,john-cornyn,mitch-mcconnell,orrin-hatch,party-leaders-of-the-united-states-senate,republican-politics,senate,type: news,us-news",98214,91364,98214,80479,12421,69330,1.073,1.072,0.927,0.986,34473,51624,12117,1879,74080,407,4576,9939,8802,1090,NA,NA,3103,3044,59,NA,NA,0
https://www.huffingtonpost.com/entry/nissan-launches-anti-union-blitz-ahead-of-pivotal-election-in-the-south_us_597e11d0e4b02a8434b7019d,Nissan Launches Anti-Union Blitz Ahead Of Pivotal UAW Election,7/30/17 17:53,Dave Jamieson,Politics,"@health_depression,@health_erectile,@health_ibs,@health_models,@team_us_news_national_beats,automotive-industry,canton-mississippi,careers,human-resources,legal-issues,nissan,trade-unions,type: news,us-news",98202,87235,98202,115234,14505,68701,1.072,1.113,1.35,1.367,48805,36820,12577,2189,75903,876,5873,4899,3479,1370,2,NA,5978,5671,296,8,3,1
https://www.huffingtonpost.com/entry/donald-trump-twitter-deleted-account_us_59fbd4f8e4b0415a420acde2,Donald Trump Tweets Cryptic Response To Twitter Account Deletion,11/3/17 7:24,"Doha Madani,Lee Moran",Politics,"@health_ibs,@health_models,@team_us_news_trends,donald-trump,social-networking,twitter,type: news",98093,93277,98093,63554,13702,64409,1.008,1.062,0.804,0.801,40761,49433,7899,6865,62328,4062,7289,8228,6094,1803,3,NA,586,568,17,NA,1,0
https://www.huffingtonpost.com/entry/jerusalem-trump-foreign-policy_us_5a29598fe4b03ece0300983b,Jerusalem Is Just The Latest Example Of Trump's Nonsensical Foreign Policy,12/7/17 12:51,Willa Frej,Politics,"@health_depression,@health_ibs,@health_models,@team_us_huffpost_now,donald-trump,foreign-policy,international-news,jerusalem,law,type: news",97914,11433,97914,12571,2790,7219,1.091,1.118,1.177,1.269,91087,5974,853,1322,5894,1923,86064,866,537,329,NA,NA,1292,1255,37,NA,NA,1
https://www.huffingtonpost.com/entry/pence-trump-has-energy-can-do-spirit-reminiscent-of-teddy-roosevelt_us_5996f657e4b0a2608a6bd957,"Pence Calls Trump A 'Builder Of Boundless Optimism,' Compares Him To Teddy Roosevelt",8/18/17 12:42,Jenna Amatulli,Politics,"@bustournewsletter,@health_erectile,@health_ibs,@health_models,@team_us_news_trends,donald-trump,mike-pence,racism,theodore-roosevelt,type: news,us-news",97832,85915,97832,89942,12919,62864,1.088,1.125,0.99,1.214,37084,47943,12805,2484,68164,2335,4810,12559,10139,2406,1,2,28955,28477,469,2,7,0
http://www.huffingtonpost.com/entry/donald-trump-publicly-sought-russian-help-in-the-election-one-year-ago-today_us_597a4d98e4b0da64e877e64a,Donald Trump Asked For Russian Help In The Election 1 Year Ago Today,7/27/17 19:09,Akbar Shahid Ahmed,Politics,"@health_depression,@health_erectile,@health_gad,@health_ibs,@health_models,@team_us_news_national_beats,democratic-politics,donald-trump,donald-trump-jr,election-campaigns,election-day,international-news,political-science,republican-politics,type: news,us",97777,92141,97777,81345,15738,52433,1.026,1.062,1.22,1.167,27553,59551,10673,15410,44421,3342,10844,18571,14613,1636,2,1,9132,8925,175,10,22,0
http://www.huffingtonpost.com/entry/all-the-people-trump-attacks-in-his-50-minute-ny-times-interview_us_5970065ae4b062ea5f8f16bc,All The People Trump Attacks In His 50-Minute New York Times Interview,7/19/17 23:21,Rebecca Shapiro,Politics,"@health_ibs,@health_models,@team_us_news_trends,donald-trump,james-b-comey,jeff-sessions,new-york-times,robert-mueller,russia,type: news,us-news",97725,92753,97725,68418,10281,52995,1.08,1.077,1.045,1.082,34039,51182,12504,3947,49325,1544,3694,31872,31058,807,NA,4,6343,6279,42,NA,22,0
https://www.huffingtonpost.com/entry/obama-trump-colin-kaepernick_us_59c6c267e4b0cdc77331a94f,Trump Ranted About Kneeling NFL Players. Obama Praised 'Their Right' To Protest.,9/23/17 16:57,Sam Levine,Politics,"@amazonecho,@bustournewsletter,@health_erectile,@health_ibs,@health_models,@team_us_news_ga,barack-obama,colin-kaepernick,donald-trump,national-anthem,news-and-politics,nfl,type: news",97650,90458,97650,46174,9550,27605,1.104,1.105,1.29,1.22,16351,74277,7022,14334,17109,6625,4853,50764,47643,3039,1,13,44562,44261,215,11,75,0
http://www.huffingtonpost.com/entry/trump-nazis_us_59905b9de4b090964297995e,Here Are A Bunch Of People Donald Trump Has Criticized Instead Of Neo-Nazis,8/13/17 12:34,Alana Horowitz Satlin,Politics,"@genassign,@health_depression,@health_erectile,@health_gad,@health_ibs,@health_models,@team_us_news_ga,donald-trump,hate-crimes,hate-speech,international-news,republican-politics,terrorism,type: news,us-news",97475,87488,97475,74126,13022,46404,1.106,1.111,1.167,1.288,32392,55452,9631,8625,40941,1733,8928,30413,26591,3250,NA,33,15291,14643,565,5,78,0
https://www.huffingtonpost.com/entry/senate-alexander-murray-csr-trump_us_59e653ace4b00905bdad14b3,"Senators Find Agreement On Obamacare Payments, Only To Have Trump Flip-Flop On Them",10/17/17 16:32,"Matt Fuller,Igor Bobic,Jonathan Cohn",Politics,"@health_erectile,@health_ibs,@health_models,@team_us_news_ga,business-and-finance,donald-trump,health-care-reform,lamar-alexander,legal-issues,obamacare,republican-politics,senate,type: news,us-government-resources,us-news,us-presidential-elections",97295,89107,97295,128945,12873,67694,1.055,1.111,1.438,1.625,42144,44880,10271,589,69277,2975,4809,9737,7995,1716,NA,NA,6496,6404,92,NA,NA,1
http://www.huffingtonpost.com/entry/john-dingell-congress-world-war-ii-fight-nazis-again_us_59910f5be4b08a24727558d6,Congress' Longest Serving WWII Vet Vows To Fight Nazis Again After Violent Protest,8/13/17 23:57,Rebecca Shapiro,Politics,"@health_ibs,@health_models,@team_us_news_trends,hate-speech,international-news,john-dingell,type: news,us-news",97286,91224,97286,46216,10003,38122,1.088,1.079,0.894,0.978,26773,63622,6891,3487,31051,942,6424,49572,49017,552,NA,NA,106703,106521,173,3,6,0
https://www.huffingtonpost.com/entry/washington-post-jeff-bezos_us_59df9245e4b00abf3646fff9,Jeff Bezos Screws Over Workers At Amazon. Now He Wants To Do The Same At The Washington Post.,10/12/17 13:21,Paul Blumenthal,Politics,"@health_adhd,@health_depression,@health_erectile,@health_gad,@health_hiv,@health_ibs,@health_models,@health_pain,@team_us_news_national_beats,amazon,business-management,economics,jeff-bezos,law,the-washington-post,trade-unions,type: news,washington-dc",97170,91612,97170,60330,14348,35495,1.013,1.075,1.088,1.221,21296,68269,7605,27483,20875,17524,10352,11763,4284,7302,88,NA,2365,1962,190,211,2,1
https://www.huffingtonpost.com/entry/dana-nessel-campaign-ad_us_5a1f1116e4b0d52b8dc25af9,Michigan Candidate Has An Idea How To End Harassment: Vote For Someone Without A Penis,11/29/17 16:37,Amanda Terkel,Politics,"@ads_sexy,@health_erectile,@health_ibs,@health_models,@team_us_politics,dana-nessel,election-campaign-ads,michigan,michigan-democratic-party,political-scandals,sex-crimes,sexual-harassment,type: news,us-news",97069,87821,97069,29919,14766,25885,1.089,1.188,0.628,0.764,26804,64234,6031,5473,13742,1807,9488,61036,51316,9610,2,5,62229,60416,1779,12,22,1
http://www.huffingtonpost.com/entry/trump-poll-support-levels_us_5993411fe4b0091416407ace,Here's How Many Americans Say They'll Never Change Their Minds About President Trump,8/15/17 16:02,Ariel Edwards-Levy,Politics,"@bustournewsletter,@health_depression,@health_erectile,@health_ibs,@health_models,@pollster,@team_us_news_national_beats,donald-trump,election-results,huffington-post,huffpost yougov poll,political-opinion-polls,pollster analysis,republican-politics,type:",96986,87753,96986,81179,18072,53705,1.109,1.091,1.025,1.144,45267,42747,8972,14204,43295,1167,5405,23266,20512,2662,13,1,4572,4509,37,24,2,0
http://www.huffingtonpost.com/entry/jay-sekulow-trump-russia-investigation_us_596b62c7e4b0d6341fe97dd7,Trump Lawyer: Trump Jr.'s Meeting Wasn't Illegal And Also Trump Knew Nothing About It.,7/16/17 12:30,Ryan J. Reilly,Politics,"@health_depression,@health_erectile,@health_ibs,@health_models,@team_us_news_national_beats,donald-trump,election-campaigns,legal-issues,republican-politics,trump-tower,type: news,us-news,us-presidential-elections",96916,90011,96916,93891,13191,71479,1.103,1.093,0.97,1.147,42837,43216,10863,2765,74575,757,4605,4940,4325,599,NA,NA,5655,5605,50,NA,NA,0
http://www.huffingtonpost.com/entry/democrats-dreamers-trump_us_59b06ff4e4b0dfaafcf53403,Democrats Hope Trump Will Make Deal On Dreamers After Debt Ceiling Cave,9/6/17 18:50,"Amanda Terkel,Elise Foley",Politics,"@health_depression,@health_erectile,@health_ibs,@health_models,@team_us_news_national_beats,chuck-schumer,debt-ceiling,democratic-party,donald-trump,dream-act,government-spending,immigration,immigration-reform,legal-issues,nancy-pelosi,type: news,us-news",96807,86829,96807,81813,11083,74548,1.104,1.094,0.898,0.95,59898,30421,6488,1351,84668,522,3194,1207,988,211,NA,1,1334,1299,26,NA,9,1
http://www.huffingtonpost.com/entry/trump-boy-scouts-speech-wsj_us_5980e465e4b02b36343e94dd,Trump Says The Boy Scouts Called Him To Praise His Speech. The Group Says It Didn't.,8/1/17 17:09,Mollie Reilly,Politics,"@genassign,@health_erectile,@health_ibs,@health_models,@team_us_news_ga,boy-scouts-of-america,donald-trump,jamboree,republican-politics,type: news,us-news,us-presidential-elections",96663,91966,96663,66402,8371,37211,1.066,1.05,1.228,1.49,23387,65629,7647,2154,29381,1322,6197,52821,51837,971,NA,4,33978,33903,74,1,NA,0
http://www.huffingtonpost.com/entry/harvey-congress-shutdown_us_59a45596e4b05710aa5e0bef,Hurricane Harvey Response At Risk If Congress Misses Looming Deadlines,8/29/17 14:57,Amanda Terkel,Politics,"@bustournewsletter,@health_depression,@health_erectile,@health_ibs,@health_models,@team_us_news_national_beats,congress,fema,floods,government,hurricane-harvey,hurricane-katrina,hurricane-sandy,national-flood-insurance-program,political-science,storms,tec",96454,85864,96454,106956,11575,72193,1.138,1.134,1.191,1.305,53524,31222,11708,2998,82076,561,3313,504,356,139,9,NA,747,678,52,12,5,1
http://www.huffingtonpost.com/entry/trump-clinton-double-standard_us_59664a0fe4b005b0fdca6a16,Donald Trump Is Right: Hillary Was Held To A Different Standard,7/12/17 17:44,Laura Bassett,Politics,"@health_erectile,@health_ibs,@health_models,@team_us_news_national_beats,bill-clinton,democratic-politics,donald-trump,hillary-clinton,international-news,political-scandals,political-science,presidential-debates,republican-politics,type: news,us-news,us-p",96291,91296,96291,125945,11024,63914,1.047,1.065,1.437,1.729,37713,49334,9244,1031,60552,263,4981,22739,20699,1884,3,4,13737,13562,143,22,10,0
https://www.huffingtonpost.com/entry/john-brennan-donald-trump-narcissistic_us_5a3c5f79e4b0b0e5a7a0fb1e,"Former CIA Director Brennan Rips Trump's 'Narcissistic, Vengeful' Behavior On UN Vote",12/21/17 22:41,Mary Papenfuss,Politics,"@health_depression,@health_gad,@health_ibs,@health_models,@team_us_huffpost_now,cia-director,donald-trump,international-news,israel,jerusalem,john-o-brennan,type: news,united-nations,united-nations-general-assembly,us-ambassador-to-the-united-nations",96159,75966,96159,89291,13055,50370,1.062,1.174,1.131,1.423,39677,46304,10178,2369,51928,2316,12420,16264,14228,2002,3,15,8033,6855,1122,20,36,0
https://www.huffingtonpost.com/entry/leigh-corfman-roy-moore-accuser-open-letter_us_5a1ec306e4b0cb0e917d1127,Roy Moore Accuser Writes Powerful Open Letter: 'Where Does Your Immorality End?',11/29/17 10:43,Alanna Vagianos,Politics,"@health_erectile,@health_ibs,@health_models,@team_us_huffpost_now,arts-and-entertainment,roy-moore,type: news,us-news",96088,87595,96088,73263,11429,62178,1.124,1.071,0.982,0.996,42595,45214,8279,5728,53116,1202,4157,22114,20981,874,NA,32,15870,15668,171,8,23,1
http://www.huffingtonpost.com/entry/chickenshit-club_us_5963fcc6e4b005b0fdc7bacb,How Obama's Failure To Prosecute Wall Street Set The Stage For Trump’s Win,7/11/17 10:28,Alexander C. Kaufman,Politics,"@health_adhd,@health_depression,@health_erectile,@health_ibs,@health_models,@team_us_news_national_beats,barack-obama,donald-trump,type: news,wall-street",96076,82743,96076,202580,14840,60928,1.062,1.154,1.976,2.808,45075,39953,11048,1588,63004,1959,9375,12036,11016,917,20,1,8864,8676,78,99,11,1
https://www.huffingtonpost.com/entry/donald-trump-al-franken-roy-moore_us_5a0dbddae4b0b37054f52401,Donald Trump Denounces Al Franken But Remains Silent On Roy Moore,11/16/17 22:19,Marina Fang,Politics,"@ads_sexy,@developing,@health_erectile,@health_ibs,@health_models,@team_us_huffpost_now,al-franken,bill-clinton,bill-oreilly,donald-trump,hillary-clinton,sexual-misconduct,type: news,us-news,us-presidential-elections",95888,82937,95888,61330,20842,55112,1.107,1.185,0.619,0.88,30494,55691,9703,4178,50032,1898,21708,10340,4628,422,NA,30,13999,13725,162,6,106,0
https://www.huffingtonpost.com/entry/access-hollywood-trump-tape_us_5a1cf253e4b0e2ddcbb23733,'Access Hollywood' Shoots Down Trump: 'The Tape Is Very Real',11/28/17 6:13,Mary Papenfuss,Politics,"@health_depression,@health_erectile,@health_ibs,@health_models,@team_us_huffpost_now,access-hollywood,arts-and-entertainment,donald-trump,sex-crimes,type: news,us-news",95789,89349,95789,83481,13947,63319,1.078,1.049,1.02,1.074,51745,36404,7640,1758,58247,3523,7276,16086,15478,500,NA,49,9868,9745,85,3,35,0
https://www.huffingtonpost.com/entry/melania-trump-christmas-list_us_5a29be32e4b073789f686d07,Donald Trump Is Making It Hard For Santa Claus To Fulfill Melania's Christmas List,12/7/17 20:32,David Moye,Politics,"@health_depression,@health_erectile,@health_ibs,@health_models,@team_us_huffpost_now,christmas,donald-trump,melania-trump,santa-claus,type: news",95760,34977,95760,29695,6502,23267,1.052,1.072,0.986,1.01,73663,17870,4227,3439,19180,4153,61071,3509,2259,1248,NA,1,445,429,16,NA,NA,0
http://www.huffingtonpost.com/entry/lisa-murkowski-independent-obamacare-repeal_us_59aae1c1e4b0354e440ab54a,"At Last, Lisa Murkowski Is Acting Like The Independent Many Alaskans Wanted",9/5/17 5:01,Jennifer Bendery,Politics,"@bustournewsletter,@health_depression,@health_erectile,@health_ibs,@health_models,@team_us_news_national_beats,alaska,anchorage-alaska,democratic-politics,diseases-and-conditions,election-campaigns,frank-murkowski,health-care-reform,industries,lisa-murkow",95734,86317,95734,171808,12288,60219,1.084,1.107,2.05,2.409,45136,40575,10023,1885,58162,945,8413,20014,17837,2084,NA,NA,16389,16192,180,10,7,1
https://www.huffingtonpost.com/entry/roy-moore-foundation-nazi-donation_us_59e79abae4b08f9f9edc59a0,"Roy Moore’s Foundation Received A $1,000 Donation From A Nazi Group In 2005",10/18/17 16:14,Paul Blumenthal,Politics,"@health_depression,@health_erectile,@health_ibs,@health_models,@team_us_news_national_beats,bilderberg-group,collaboration-with-the-axis-powers-during-world-war-ii,hate-crimes,hate-speech,industries,psychology,roy-moore,type: news,us-news,willis-carto",95705,88428,95705,100129,12888,71400,1.042,1.08,1.058,1.224,45903,39191,10611,2812,69110,3775,4410,6576,2855,3315,NA,1,9367,7591,1765,3,8,1
https://www.huffingtonpost.com/entry/samantha-bee-ivanka-trump-president_us_5a0404c8e4b0937b510f92e2,Samantha Bee Thinks Ivanka Trump Will Be The First Female President,11/9/17 3:41,Lee Moran,Politics,"@amazonecho,@health_depression,@health_erectile,@health_gad,@health_ibs,@health_models,@team_us_news_trends,ana-gasteyer,full-frontal-with-samantha-bee,ivanka-trump,samantha-bee,type: news",95656,93947,95656,34920,10836,43646,1.019,1.047,0.563,0.667,35082,53050,7524,9430,33987,3694,5279,37661,33064,4596,NA,NA,9291,9264,24,1,2,0
http://www.huffingtonpost.com/entry/chip-health-insurance-deadline_us_59d0f456e4b09538b508ca23,Health Insurance For 9 Million Kids On The Line As Congress Fails To Meet Deadline,10/1/17 11:41,Igor Bobic,Politics,"@amazonecho,@bustournewsletter,@health_erectile,@health_ibs,@health_models,@team_us_news_national_beats,chris-murphy,chuck-grassley,health-care-reform,health-insurance,obamacare,personal-insurance,senate,state-childrens-health-insurance-program,type: news",95358,84099,95358,100294,12706,62298,1.081,1.131,1.137,1.346,46354,37712,11292,5579,66771,1073,6972,5860,5526,326,4,1,10844,10587,165,67,25,1
