"URL","impact","Title","Visitors","Views","Engaged_minutes","New_vis.","Returning_vis.","Avg._views_new_vis.","Avg._views_ret._vis.","Avg._minutes_new_vis.","Avg._minutes_ret._vis.","Desktop_views","Mobile_views","Tablet_views","Search_refs","Internal_refs","Other_refs","Direct_refs","Fb_refs","Tw_refs","Fb_interactions","Tw_interactions","readability","grade_level","smog_index","total_words","total_sentences","neg1","neg2","neg3","neg4","neg5","pos1","pos2","pos3","pos4","pos5","Other_Social_ref","Li_ref","Pi_ref","Other_int","Li_int","Pi_int","Impact"
"http://www.huffingtonpost.com/entry/kellyanne-conway-blasts-chris-cuomo-for-harvey-climate-change-question_us_59a7d6f7e4b07e81d355561f",0,"Kellyanne Conway Blasts Chris Cuomo For Harvey Climate Change Question",91057,99151,101212,19434,64261,1.081,1.068,1.144,1.207,54708,34799,9644,4057,63228,2892,5135,15249,5430,2935,79,53.81,10.1,10.9,226,13,0.25,0.25,0,0,0,0.25,0.25,0,0,0,26,"0","1",5,"0","1","N"
"http://www.huffingtonpost.com/entry/sarah-huckabee-sanders-press-secretary_us_597247f3e4b0e79ec19910b0",1,"Sarah Huckabee Sanders Is The New White House Press Secretary",88126,99062,106047,15446,62932,1.074,1.134,0.962,1.413,47263,43260,8539,7623,65208,2573,12605,3827,245,3867,56,54.02,10,12.8,327,19,0.25,0.3333333,0.08333333,0,0,0,0.25,0.08333333,0,0,18,"0","0",6,"0","1","Y"
"http://www.huffingtonpost.com/entry/donald-trump-call-for-nfl-boycott_us_59c7af8ce4b06ddf45f879da",1,"Donald Trump Repeats Call For NFL Boycott To Stop Anthem Protests",90611,98837,75611,10748,42625,1.093,1.107,1.331,1.416,23754,65160,9923,2761,41458,2643,5232,40660,1675,18892,43,56.69,11,12.4,778,34,0.1632653,0.4693878,0.06122449,0,0.02040816,0.04081633,0.1632653,0.08163265,0,0,50,"0","1",12,"0","1","Y"
"https://www.huffingtonpost.com/entry/robert-mueller-resign_us_59f885cde4b0aec1467adc91",0,"Senate Republicans Resist Calls For Robert Mueller's Resignation",93052,98782,86517,12589,71337,1.036,1.065,0.999,1.037,42761,45915,10106,1151,67705,2623,2776,10172,204,6914,32,64.3,8.1,10.6,522,34,0.2666667,0.2666667,0.06666667,0.06666667,0,0.2,0.06666667,0.06666667,0,0,1,"1","0",2,"1","0","N"
"https://www.huffingtonpost.com/entry/hillary-clinton-kushner-emails_us_59c9a459e4b01cc57ff4e15e",0,"Hillary Clinton Calls Kushner Email Revelations 'The Height Of Hypocrisy'",90408,98487,62635,13091,64725,1.058,1.088,0.735,0.829,49767,38421,10299,5282,64830,2721,6011,11153,1418,30704,229,56.49,11.1,12.4,369,16,0.1428571,0,0.7142857,0,0,0,0.1428571,0,0,0,96,"0","1",54,"1","1","N"
"https://www.huffingtonpost.com/entry/kellyanne-conway-ethics-violation-probe_us_5a20aa70e4b03350e0b5935a",1,"Kellyanne Conway Under Federal Investigation After Ethics Complaint",92252,98467,106300,26817,58306,1.024,1.075,1.051,1.355,34928,52794,10745,17127,42278,12743,5787,10822,4533,13263,133,58.92,10.2,12.5,435,21,0.15,0.45,0.1,0,0,0.2,0.1,0,0,0,29,"1","1",62,"1","1","Y"
"http://www.huffingtonpost.com/entry/anthony-scaramucci-dead-harvard_us_59801a43e4b08e1430052d78",0,"Anthony Scaramucci Listed As Dead In Harvard Alumni Directory As Bad Week Continues",89645,98304,95007,16005,62060,1.05,1.087,1.169,1.207,39816,48615,9873,4741,63698,1886,6536,11062,2595,10792,46,43.63,11.9,14.2,210,11,0,0.3333333,0.5555556,0,0,0,0.1111111,0,0,0,16,"1","0",4,"1","1","N"
"https://www.huffingtonpost.com/entry/roy-moore-gop-senators-donald-trump_us_5a1acfaae4b0d4906caf5ae7",0,"Trump Stands By Roy Moore, As GOP Senators Keep Their Distance",89053,98304,103832,11821,71902,1.066,1.137,1.025,1.292,43909,43260,11135,1308,81126,3491,2657,2108,260,3791,76,70.23,7.9,12,483,27,0,0.48,0.16,0,0,0.04,0.28,0,0.04,0,9,"0","1",4,"1","1","N"
"http://www.huffingtonpost.com/entry/chris-murphy-mass-shooting-response_us_59d23e9ce4b06791bb11e8fa",0,"Sandy Hook Senator: 'Compassion Is Important, But It Is Not Enough'",94001,98272,63760,10386,54340,1.132,1.092,1.011,1.003,36248,55265,6759,3422,52282,1436,3653,29185,878,103394,337,60.45,9.6,12.3,613,32,0.255814,0.2790698,0.2325581,0.04651163,0,0.06976744,0.1162791,0,0,0,3,"0","1",58,"1","1","N"
"http://www.huffingtonpost.com/entry/gop-senators-mitch-mcconnell_us_598de146e4b090964296a16a",0,"GOP Senators Throw Support Behind Mitch McConnell As Feud With Trump Escalates",91364,98214,80479,12421,69330,1.073,1.072,0.927,0.986,34473,51624,12117,1879,74080,407,4576,8802,1090,3044,59,46.57,10.8,12.6,275,17,0.1,0.5,0,0,0,0,0.4,0,0,0,47,"0","0",0,"0","0","N"
"https://www.huffingtonpost.com/entry/nissan-launches-anti-union-blitz-ahead-of-pivotal-election-in-the-south_us_597e11d0e4b02a8434b7019d",1,"Nissan Launches Anti-Union Blitz Ahead Of Pivotal UAW Election",87235,98202,115234,14505,68701,1.072,1.113,1.35,1.367,48805,36820,12577,2189,75903,876,5873,3479,1370,5671,296,70.84,7.7,10.7,1471,85,0.2295082,0.2459016,0.09836066,0,0,0.147541,0.2295082,0.01639344,0.03278689,0,50,"1","0",11,"1","1","Y"
"https://www.huffingtonpost.com/entry/donald-trump-twitter-deleted-account_us_59fbd4f8e4b0415a420acde2",0,"Donald Trump Tweets Cryptic Response To Twitter Account Deletion",93277,98093,63554,13702,64409,1.008,1.062,0.804,0.801,40761,49433,7899,6865,62328,4062,7289,6094,1803,568,17,45.56,11.2,13.1,275,16,0.0952381,0.6666667,0.04761905,0,0,0.0952381,0.0952381,0,0,0,331,"1","0",1,"0","1","N"
"https://www.huffingtonpost.com/entry/jerusalem-trump-foreign-policy_us_5a29598fe4b03ece0300983b",1,"Jerusalem Is Just The Latest Example Of Trump's Nonsensical Foreign Policy",11433,97914,12571,2790,7219,1.091,1.118,1.177,1.269,91087,5974,853,1322,5894,1923,86064,537,329,1255,37,57.98,8.5,11.5,345,26,0.04347826,0.4782609,0.1304348,0,0,0.3043478,0.04347826,0,0,0,0,"0","0",0,"0","0","Y"
"https://www.huffingtonpost.com/entry/pence-trump-has-energy-can-do-spirit-reminiscent-of-teddy-roosevelt_us_5996f657e4b0a2608a6bd957",0,"Pence Calls Trump A 'Builder Of Boundless Optimism,' Compares Him To Teddy Roosevelt",85915,97832,89942,12919,62864,1.088,1.125,0.99,1.214,37084,47943,12805,2484,68164,2335,4810,10139,2406,28477,469,49.75,11.6,13.1,343,16,0.04166667,0.25,0.125,0,0,0.2916667,0.125,0.125,0.04166667,0,14,"1","1",9,"1","1","N"
"http://www.huffingtonpost.com/entry/donald-trump-publicly-sought-russian-help-in-the-election-one-year-ago-today_us_597a4d98e4b0da64e877e64a",0,"Donald Trump Asked For Russian Help In The Election 1 Year Ago Today",92141,97777,81345,15738,52433,1.026,1.062,1.22,1.167,27553,59551,10673,15410,44421,3342,10844,14613,1636,8925,175,50.06,11.5,13.1,1140,54,0.1851852,0.2407407,0.09259259,0,0,0.2592593,0.1851852,0.03703704,0,0,2322,"1","1",32,"1","1","N"
"http://www.huffingtonpost.com/entry/all-the-people-trump-attacks-in-his-50-minute-ny-times-interview_us_5970065ae4b062ea5f8f16bc",0,"All The People Trump Attacks In His 50-Minute New York Times Interview",92753,97725,68418,10281,52995,1.08,1.077,1.045,1.082,34039,51182,12504,3947,49325,1544,3694,31058,807,6279,42,48.33,12.2,13.8,91,4,0,1,0,0,0,0,0,0,0,0,7,"0","1",22,"0","1","N"
"https://www.huffingtonpost.com/entry/obama-trump-colin-kaepernick_us_59c6c267e4b0cdc77331a94f",0,"Trump Ranted About Kneeling NFL Players. Obama Praised 'Their Right' To Protest.",90458,97650,46174,9550,27605,1.104,1.105,1.29,1.22,16351,74277,7022,14334,17109,6625,4853,47643,3039,44261,215,58.55,12.4,11.8,764,26,0.1282051,0.3846154,0.1538462,0,0,0.07692308,0.2051282,0.05128205,0,0,82,"1","1",86,"1","1","N"
"http://www.huffingtonpost.com/entry/trump-nazis_us_59905b9de4b090964297995e",0,"Here Are A Bunch Of People Donald Trump Has Criticized Instead Of Neo-Nazis",87488,97475,74126,13022,46404,1.106,1.111,1.167,1.288,32392,55452,9631,8625,40941,1733,8928,26591,3250,14643,565,58.92,10.2,13.3,643,31,0.06382979,0.4893617,0.1914894,0,0,0.106383,0.1489362,0,0,0,572,"0","1",83,"1","1","N"
"https://www.huffingtonpost.com/entry/senate-alexander-murray-csr-trump_us_59e653ace4b00905bdad14b3",1,"Senators Find Agreement On Obamacare Payments, Only To Have Trump Flip-Flop On Them",89107,97295,128945,12873,67694,1.055,1.111,1.438,1.625,42144,44880,10271,589,69277,2975,4809,7995,1716,6404,92,57.71,10.7,13.2,1444,66,0.08823529,0.1176471,0.01470588,0.01470588,0,0.3088235,0.3970588,0.05882353,0,0,26,"0","0",0,"0","0","Y"
"http://www.huffingtonpost.com/entry/john-dingell-congress-world-war-ii-fight-nazis-again_us_59910f5be4b08a24727558d6",0,"Congress' Longest Serving WWII Vet Vows To Fight Nazis Again After Violent Protest",91224,97286,46216,10003,38122,1.088,1.079,0.894,0.978,26773,63622,6891,3487,31051,942,6424,49017,552,106521,173,61.87,9.1,12,178,10,0.5454545,0.1818182,0.09090909,0,0,0.09090909,0.09090909,0,0,0,3,"0","0",9,"1","1","N"
"https://www.huffingtonpost.com/entry/washington-post-jeff-bezos_us_59df9245e4b00abf3646fff9",1,"Jeff Bezos Screws Over Workers At Amazon. Now He Wants To Do The Same At The Washington Post.",91612,97170,60330,14348,35495,1.013,1.075,1.088,1.221,21296,68269,7605,27483,20875,17524,10352,4284,7302,1962,190,50.57,11.3,13.5,887,43,0.3863636,0.1363636,0.1363636,0,0,0.2045455,0.1136364,0.02272727,0,0,177,"1","0",213,"1","1","Y"
"https://www.huffingtonpost.com/entry/dana-nessel-campaign-ad_us_5a1f1116e4b0d52b8dc25af9",1,"Michigan Candidate Has An Idea How To End Harassment: Vote For Someone Without A Penis",87821,97069,29919,14766,25885,1.089,1.188,0.628,0.764,26804,64234,6031,5473,13742,1807,9488,51316,9610,60416,1779,71.55,7.4,10.7,415,25,0.2222222,0.1111111,0.1111111,0,0,0.3333333,0.2222222,0,0,0,110,"1","1",34,"1","1","Y"
"http://www.huffingtonpost.com/entry/trump-poll-support-levels_us_5993411fe4b0091416407ace",0,"Here's How Many Americans Say They'll Never Change Their Minds About President Trump",87753,96986,81179,18072,53705,1.109,1.091,1.025,1.144,45267,42747,8972,14204,43295,1167,5405,20512,2662,4509,37,47.83,12.4,13.5,1791,77,0.1058824,0.2352941,0.03529412,0,0,0.2352941,0.3411765,0.03529412,0,0.01176471,92,"1","1",26,"1","1","N"
"http://www.huffingtonpost.com/entry/jay-sekulow-trump-russia-investigation_us_596b62c7e4b0d6341fe97dd7",0,"Trump Lawyer: Trump Jr.'s Meeting Wasn't Illegal And Also Trump Knew Nothing About It.",90011,96916,93891,13191,71479,1.103,1.093,0.97,1.147,42837,43216,10863,2765,74575,757,4605,4325,599,5605,50,60.45,9.6,11.7,999,52,0.03846154,0.2307692,0.1538462,0,0,0.2307692,0.3076923,0.03846154,0,0,16,"0","0",0,"0","0","N"
"http://www.huffingtonpost.com/entry/democrats-dreamers-trump_us_59b06ff4e4b0dfaafcf53403",1,"Democrats Hope Trump Will Make Deal On Dreamers After Debt Ceiling Cave",86829,96807,81813,11083,74548,1.104,1.094,0.898,0.95,59898,30421,6488,1351,84668,522,3194,988,211,1299,26,57.5,10.7,11.8,752,34,0.1956522,0.1521739,0.06521739,0,0,0.326087,0.2173913,0.04347826,0,0,8,"0","1",9,"0","1","Y"
"http://www.huffingtonpost.com/entry/trump-boy-scouts-speech-wsj_us_5980e465e4b02b36343e94dd",0,"Trump Says The Boy Scouts Called Him To Praise His Speech. The Group Says It Didn't.",91966,96663,66402,8371,37211,1.066,1.05,1.228,1.49,23387,65629,7647,2154,29381,1322,6197,51837,971,33903,74,56.79,11,12.1,501,22,0.2083333,0.25,0.08333333,0,0,0.1666667,0.1666667,0.125,0,0,13,"0","1",1,"1","0","N"
"http://www.huffingtonpost.com/entry/harvey-congress-shutdown_us_59a45596e4b05710aa5e0bef",1,"Hurricane Harvey Response At Risk If Congress Misses Looming Deadlines",85864,96454,106956,11575,72193,1.138,1.134,1.191,1.305,53524,31222,11708,2998,82076,561,3313,356,139,678,52,52.8,10.5,12.4,991,54,0.2142857,0.4285714,0.02380952,0,0,0.1666667,0.1666667,0,0,0,9,"1","0",17,"1","1","Y"
"http://www.huffingtonpost.com/entry/trump-clinton-double-standard_us_59664a0fe4b005b0fdca6a16",0,"Donald Trump Is Right: Hillary Was Held To A Different Standard",91296,96291,125945,11024,63914,1.047,1.065,1.437,1.729,37713,49334,9244,1031,60552,263,4981,20699,1884,13562,143,52.23,12.8,13.7,846,31,0.05454545,0.3454545,0.2181818,0,0,0.1818182,0.1818182,0,0.01818182,0,156,"1","1",32,"1","1","N"
"https://www.huffingtonpost.com/entry/john-brennan-donald-trump-narcissistic_us_5a3c5f79e4b0b0e5a7a0fb1e",0,"Former CIA Director Brennan Rips Trump's 'Narcissistic, Vengeful' Behavior On UN Vote",75966,96159,89291,13055,50370,1.062,1.174,1.131,1.423,39677,46304,10178,2369,51928,2316,12420,14228,2002,6855,1122,51.89,10.8,12.5,347,18,0.25,0.25,0.1,0,0,0.25,0.1,0.05,0,0,34,"1","1",56,"1","1","N"
"https://www.huffingtonpost.com/entry/leigh-corfman-roy-moore-accuser-open-letter_us_5a1ec306e4b0cb0e917d1127",1,"Roy Moore Accuser Writes Powerful Open Letter: 'Where Does Your Immorality End?'",87595,96088,73263,11429,62178,1.124,1.071,0.982,0.996,42595,45214,8279,5728,53116,1202,4157,20981,874,15668,171,71.75,7.3,10.3,311,19,0.25,0.4375,0.0625,0,0,0.0625,0.1875,0,0,0,259,"0","1",31,"1","1","Y"
"http://www.huffingtonpost.com/entry/chickenshit-club_us_5963fcc6e4b005b0fdc7bacb",1,"How Obama's Failure To Prosecute Wall Street Set The Stage For Trump’s Win",82743,96076,202580,14840,60928,1.062,1.154,1.976,2.808,45075,39953,11048,1588,63004,1959,9375,11016,917,8676,78,50.46,11.4,13.4,1616,78,0.112069,0.2241379,0.2068966,0.06034483,0,0.1034483,0.2672414,0.01724138,0.00862069,0,103,"1","1",110,"1","1","Y"
"https://www.huffingtonpost.com/entry/donald-trump-al-franken-roy-moore_us_5a0dbddae4b0b37054f52401",0,"Donald Trump Denounces Al Franken But Remains Silent On Roy Moore",82937,95888,61330,20842,55112,1.107,1.185,0.619,0.88,30494,55691,9703,4178,50032,1898,21708,4628,422,13725,162,42,12.5,14.7,207,10,0,0.5,0,0,0,0,0.5,0,0,0,5290,"0","1",112,"1","1","N"
"https://www.huffingtonpost.com/entry/access-hollywood-trump-tape_us_5a1cf253e4b0e2ddcbb23733",0,"'Access Hollywood' Shoots Down Trump: 'The Tape Is Very Real'",89349,95789,83481,13947,63319,1.078,1.049,1.02,1.074,51745,36404,7640,1758,58247,3523,7276,15478,500,9745,85,65.22,7.8,11.4,348,24,0.125,0.1875,0,0,0,0.1875,0.375,0.125,0,0,108,"0","1",38,"1","1","N"
"https://www.huffingtonpost.com/entry/melania-trump-christmas-list_us_5a29be32e4b073789f686d07",0,"Donald Trump Is Making It Hard For Santa Claus To Fulfill Melania's Christmas List",34977,95760,29695,6502,23267,1.052,1.072,0.986,1.01,73663,17870,4227,3439,19180,4153,61071,2259,1248,429,16,57,10.9,12.1,429,19,0.07692308,0.2692308,0.03846154,0,0,0.2307692,0.3076923,0.07692308,0,0,2,"0","1",0,"0","0","N"
"http://www.huffingtonpost.com/entry/lisa-murkowski-independent-obamacare-repeal_us_59aae1c1e4b0354e440ab54a",1,"At Last, Lisa Murkowski Is Acting Like The Independent Many Alaskans Wanted",86317,95734,171808,12288,60219,1.084,1.107,2.05,2.409,45136,40575,10023,1885,58162,945,8413,17837,2084,16192,180,71.24,7.5,10.7,2402,142,0.08860759,0.2151899,0.1265823,0.01265823,0,0.1139241,0.2658228,0.08860759,0.06329114,0.02531646,93,"0","0",17,"1","1","Y"
"https://www.huffingtonpost.com/entry/roy-moore-foundation-nazi-donation_us_59e79abae4b08f9f9edc59a0",1,"Roy Moore’s Foundation Received A $1,000 Donation From A Nazi Group In 2005",88428,95705,100129,12888,71400,1.042,1.08,1.058,1.224,45903,39191,10611,2812,69110,3775,4410,2855,3315,7591,1765,48.23,12.2,14.3,1216,53,0.1230769,0.2769231,0.1846154,0,0,0.2,0.1846154,0.01538462,0.01538462,0,406,"0","1",11,"1","1","Y"
"https://www.huffingtonpost.com/entry/samantha-bee-ivanka-trump-president_us_5a0404c8e4b0937b510f92e2",0,"Samantha Bee Thinks Ivanka Trump Will Be The First Female President",93947,95656,34920,10836,43646,1.019,1.047,0.563,0.667,35082,53050,7524,9430,33987,3694,5279,33064,4596,9264,24,63.09,8.6,10.8,183,11,0,0.25,0.375,0,0,0.25,0.125,0,0,0,1,"0","0",3,"1","1","N"
"http://www.huffingtonpost.com/entry/chip-health-insurance-deadline_us_59d0f456e4b09538b508ca23",1,"Health Insurance For 9 Million Kids On The Line As Congress Fails To Meet Deadline",84099,95358,100294,12706,62298,1.081,1.131,1.137,1.346,46354,37712,11292,5579,66771,1073,6972,5526,326,10587,165,59.74,9.9,12.9,418,21,0.09090909,0.4545455,0.1818182,0,0,0.09090909,0.1818182,0,0,0,8,"1","1",92,"1","1","Y"
"http://www.huffingtonpost.com/entry/mitch-mcconnell-trump-neo-nazis-charlottesville_us_599455b2e4b009141641b78f",0,"Mitch McConnell 'Upset' About Trump Not Denouncing Neo-Nazis, But Does Nothing",85728,95340,77331,16624,60720,1.109,1.077,0.992,0.985,60919,27439,6982,7138,52433,14866,6063,4407,1793,10256,372,53.21,10.3,13.1,252,14,0.125,0.1875,0.4375,0,0,0.0625,0.1875,0,0,0,60,"0","0",14,"1","1","N"
"http://www.huffingtonpost.com/entry/arizona-republic-joe-arpaio_us_59a18793e4b0821444c38388",1,"Arizona Newspaper Editorial Says Joe Arpaio Pardon Shows Institutional Racism Is Trump's Goal",85103,95288,56629,13361,50683,1.065,1.192,0.767,0.925,25507,59834,9947,6892,54681,2005,4652,18209,2878,28022,694,54.22,9.9,12.2,306,18,0,0.3448276,0.1724138,0,0,0.06896552,0.4137931,0,0,0,154,"1","1",149,"1","1","Y"
"http://www.huffingtonpost.com/entry/ruth-bader-ginsburg-gerrymandering_us_59736a9de4b00e4363dfd3c8",1,"Ruth Bader Ginsburg: Gerrymandering Case May Be Most Important Decision SCOTUS Faces",88376,95157,75564,14245,49611,1.061,1.078,1.071,1.226,26167,59245,9745,4035,39365,3483,11067,25999,3656,27788,544,48.13,12.3,13.4,276,12,0,0.2,0,0,0,0.1,0.6,0.1,0,0,1677,"1","1",53,"1","1","Y"
"https://www.huffingtonpost.com/entry/republicans-anti-abortion-tax-bill-529-plans_us_5a0b1674e4b0bc648a0e18cb",1,"Senate Republicans Shoehorn Anti-Abortion Measure Into Tax Bill",90852,95068,44287,13513,39966,1.067,1.056,0.822,0.823,30723,55377,8968,3965,26059,823,3910,47332,4229,62938,744,58.52,10.3,12.4,612,29,0.2272727,0.1818182,0.1363636,0,0,0.1818182,0.2727273,0,0,0,106,"0","1",41,"1","1","Y"
"http://www.huffingtonpost.com/entry/ryan-zinke-charter-plane_us_59ce157fe4b06791bb0fc6d8",0,"Interior Secretary Ryan Zinke Stuck Taxpayers For $12,000 Charter Flight",86087,95051,111713,13130,68018,1.09,1.089,1.341,1.356,56864,29377,8810,3014,69394,5641,4366,3794,625,9283,201,47.93,12.3,14.7,556,24,0,0.2,0,0,0,0.4,0.3333333,0.06666667,0,0,29,"1","0",94,"1","1","N"
"http://www.huffingtonpost.com/entry/bernie-sanders-drug-prices_us_597f4546e4b0da64e87aaebf",1,"Bernie Sanders To Propose New Rule Requiring Fair Prices For Taxpayer-Funded Drugs",85276,94956,125021,15703,65764,1.026,1.123,1.217,1.615,56819,32008,6129,3869,68321,1547,6160,6455,2837,42248,705,52.49,10.6,12.6,1009,54,0.1777778,0.1333333,0.06666667,0,0,0.2888889,0.2888889,0.04444444,0,0,392,"1","1",228,"1","1","Y"
"https://www.huffingtonpost.com/entry/trump-white-america-black-athletes_us_5a15db6ce4b064948072a8c4",1,"There’s A Reason Powerful Americans Love To Attack Black Sports Figures",84561,94938,107073,15183,51440,1.071,1.144,1.435,1.669,32298,53849,8791,1918,48905,8551,4955,18026,1878,5719,80,54.05,12.1,13.7,1377,54,0.1617647,0.4705882,0.07352941,0,0,0.1323529,0.1176471,0.02941176,0.01470588,0,36,"1","1",90,"1","1","Y"
"https://www.huffingtonpost.com/entry/donald-trump-monopoly-att-time-warner_us_5a03846be4b0937b510f6f34",0,"Trump Is The Worst Possible Messenger For The Rising Anti-Monopoly Movement",83684,94883,62438,10826,70900,1.087,1.145,0.68,0.778,47413,35589,11881,2261,76483,1106,2919,293,140,583,27,53.31,10.3,13,735,41,0.1666667,0.1,0.1666667,0,0,0.3,0.2333333,0.03333333,0,0,3,"1","0",19,"1","1","N"
"http://www.huffingtonpost.com/entry/lindsey-graham-trump-north-korea_us_598157e6e4b02b36343ecc4a",1,"Lindsey Graham: Trump Told Me He’s Willing To Go To War With North Korea",88932,94879,101273,11442,53991,1.096,1.101,1.592,1.574,32881,52062,9936,3702,51116,2962,4624,25072,568,9655,84,72.36,7.1,10.4,521,33,0.06896552,0.4137931,0.2758621,0,0,0.2068966,0.03448276,0,0,0,66,"1","1",53,"1","1","Y"
"http://www.huffingtonpost.com/entry/trump-team-met-lawyer-close-to-kremlin-report-says_us_59615a97e4b0d5b458eae13a",0,"Trump Team Met Lawyer Close To Kremlin, Report Says",85093,94715,58206,11077,67135,1.138,1.133,0.697,0.766,41991,40397,12327,3230,71719,1185,3579,4922,745,5071,164,59.09,8,10.5,220,18,0.2,0.2,0.4,0,0,0,0,0,0.2,0,14,"1","1",11,"1","1","N"
"https://www.huffingtonpost.com/entry/joe-barton-revenge-porn_us_5a171883e4b0d4906caddd94",0,"Rep. Joe Barton’s Explicit Photo Leak Could Be Revenge Porn",87949,94700,100510,16338,59487,1.067,1.075,1.181,1.379,27178,57753,9769,10993,61604,3430,3045,5927,2417,1277,30,48.23,12.2,13.3,1076,47,0.1136364,0.4090909,0.1818182,0,0,0.2045455,0.09090909,0,0,0,0,"0","0",0,"0","0","N"
