URL,impact
http://www.huffingtonpost.com/entry/meghan-mccain-trump-mockery-john-mccain_us_59ccedeee4b0210dfdfc6521,0
http://www.huffingtonpost.com/entry/trump-russia-meeting_us_59637b59e4b0d5b458ebdd34,0
http://www.huffingtonpost.com/entry/mike-pence-stands-with-trump-charlottesville_us_59948f3be4b0d0d2cc83bd73,0
http://www.huffingtonpost.com/entry/erik-prince-interview-afghanistan_us_59a8289ae4b07e81d355d849,1
https://www.huffingtonpost.com/entry/james-o-keefe-project-veritas-inauguration-trial-j20_us_5a1daafbe4b079c1128a462f,1
http://www.huffingtonpost.com/entry/tax-reform-cuts-trump_us_599ee5efe4b05710aa5a65c3,0
http://www.huffingtonpost.com/entry/facebook-fec-election-ads_us_59c4251be4b0cdc773300bf8,1
https://www.huffingtonpost.com/entry/woman-protects-trump-supporters_us_599888c6e4b0a2608a6cabd9,0
https://www.huffingtonpost.com/entry/senate-republicans-tax-reform_us_5a1cb40be4b0e2ddcbb22c61,1
http://www.huffingtonpost.com/entry/anthony-scaramucci-donald-trump-tweets_us_59739565e4b0e79ec199a75b,0
http://www.huffingtonpost.com/entry/donald-trump-journalist-enemies_us_599153f8e4b09071f69ab126,0
http://www.huffingtonpost.com/entry/fox-friends-compares-911-memorials-to-confederate-statues_us_59b696ace4b0b5e53107ad6b,0
http://www.huffingtonpost.com/entry/trump-memo-transgender-military-ban_us_59a0a336e4b0821444c340d0,1
https://www.huffingtonpost.com/entry/tax-bill-advancing-senate_us_5a1f1886e4b017a311ec107e,0
http://www.huffingtonpost.com/entry/trump-police-brutality-joke_us_597f9650e4b08e143004d709,0
https://www.huffingtonpost.com/entry/senate-republicans-trump_us_59f0e4d7e4b0af27f58930c4,0
https://www.huffingtonpost.com/entry/hillary-clinton-barack-obama-harvey-weinstein_us_59dcc684e4b0b34afa5c28f1,0
https://www.huffingtonpost.com/entry/pennsylvania-governor-abortion_us_5a317c9be4b091ca2684f0cf,0
http://www.huffingtonpost.com/entry/ron-johnson-mccain-tumor_us_598b2aafe4b0449ed5073ea0,0
https://www.huffingtonpost.com/entry/mike-pence-michael-flynn-russia_us_5a219b12e4b03c44072d61f1,0
http://www.huffingtonpost.com/entry/sputnik-the-russian-news-agency-is-under-investigation-by-the-fbi_us_59b6b453e4b036fd85cccc61,1
http://www.huffingtonpost.com/entry/twitter-reacts-trump-cnn-tweet_us_5959711ce4b0da2c732440b6,0
http://www.huffingtonpost.com/entry/sarah-sanders-flag-anthem-black-and-white_us_59cd5575e4b06791bb0f6e08,0
https://www.huffingtonpost.com/entry/donald-trump-knew-what-he-signed-up-for_us_59e70862e4b0d0e4fe6c0323,0
http://www.huffingtonpost.com/entry/new-yorker-cover-trump-children-jared-donald_us_5968ae2de4b0d6341fe815cd,0
http://www.huffingtonpost.com/entry/ryan-zinke-defends-travel_us_59ce7254e4b05f005d34102d,0
https://www.huffingtonpost.com/entry/trump-native-american-heritage-month-pocahontas_us_59fca124e4b04cdbeb32fe3e,0
https://www.huffingtonpost.com/entry/white-supremacist-nazi-lawyers_us_5a3d8da8e4b0b0e5a7a2232d,1
http://www.huffingtonpost.com/entry/steve-bannon-daca-immigration_us_59b13c33e4b0354e440fb247,0
http://www.huffingtonpost.com/entry/trump-putin-cyber-security-unit-dumb_us_59624bb7e4b0615b9e9227ae,0
https://www.huffingtonpost.com/entry/video-shows-trump-supporters-saying-5-year-old-girl-looks-like-a-terrorist_us_5a3037d0e4b07ff75afe3900,0
http://www.huffingtonpost.com/entry/hillary-clinton-shuts-down-gops-latest-attack-with-one-epic-tweet_us_595d9c7ee4b0615b9e8f08f7,0
http://www.huffingtonpost.com/entry/kris-kobach-trump-meeting_us_597cafc3e4b02a4ebb75c94a,0
https://www.huffingtonpost.com/entry/me-too-sexual-harassment-normal_us_59ef6e98e4b0bf1f883628ac,1
http://www.huffingtonpost.com/entry/mike-pence-cements-his-trump-bromance-with-gushing-love-letter_us_59755fa7e4b09e5f6cd044d1,0
https://www.huffingtonpost.com/entry/mark-lee-donald-trump-jesus-christ_us_5a1319b6e4b0c335e9964d7c,0
https://www.huffingtonpost.com/entry/trump-national-monuments-utah-proclomation_us_5a25478ee4b03350e0b7fa85,1
https://www.huffingtonpost.com/entry/trey-gowdy-democrats-russia_us_59f5e190e4b077d8dfca2afc,0
https://www.huffingtonpost.com/entry/a-fifth-woman-has-accused-al-franken-of-sexual-misconduct_us_5a20032be4b0392a4ebb9e74,0
https://www.huffingtonpost.com/entry/roy-moore-yearbook-handwriting_us_5a0cbb2ee4b0b17e5e13c7dc,0
http://www.huffingtonpost.com/entry/pelosi-trump-dream-act_us_59b1640be4b0354e440ff994,0
http://www.huffingtonpost.com/entry/donald-trump-media-charlottesville_us_599ccdc8e4b0d97c3fffda1a,0
http://www.huffingtonpost.com/entry/us-appeals-court-rules-against-trump-effort-to-broadly-enforce-travel-ban_us_59b1cde0e4b0dfaafcf6cb7d,0
http://www.huffingtonpost.com/entry/tom-price-private-jet_us_59c5163ee4b06ddf45f755a1,0
http://www.huffingtonpost.com/entry/republicans-health-care-no-plan-b_us_59669079e4b0a0c6f1e5b20d,1
https://www.huffingtonpost.com/entry/tim-kaine-senate-sexual-harassment-settlements_us_5a391ae3e4b0fc99878eb8ed,0
https://www.huffingtonpost.com/entry/roy-moore-religion_us_59c2bd8be4b063b2531781a2,1
https://www.huffingtonpost.com/entry/albuquerque-police-reform_us_59e8cd84e4b06b440e4467f1,1
http://www.huffingtonpost.com/entry/san-juan-near-death-conditions_us_59ca4e67e4b06ddf45fb293a,0
http://www.huffingtonpost.com/entry/federal-climate-change-committee-expires_us_5999c13be4b0e8cc855e3cec,1
https://www.huffingtonpost.com/entry/monopoly-mascot-equifax-senate-banking-committee_us_59d5056de4b06226e3f55e53,0
http://www.huffingtonpost.com/entry/graham-cassidy-obamacare-repeal_us_59c16c28e4b0f22c4a8d3c77,0
https://www.huffingtonpost.com/entry/orange-county-serial-killer-jailhouse-informant_us_5a3d98cee4b06d1621b45d8d,1
https://www.huffingtonpost.com/entry/donald-trump-summer-zervos-lawsuit_us_5a2054bae4b0392a4ebc50f6,0
https://www.huffingtonpost.com/entry/roy-moores-base-is-sticking-with-him-still_us_5a0a1c02e4b0bc648a0d4d34,0
http://www.huffingtonpost.com/entry/bannon-built-on-its-citizens_us_59b6fcbee4b09be4165761b0,1
http://www.huffingtonpost.com/entry/trump-cyber-security-pact-russia_us_5962da4ae4b02e9bdb0d976e,0
http://www.huffingtonpost.com/entry/charlottesville-suspect-white-supremacist-background_us_59904291e4b08a247274ff48,0
https://www.huffingtonpost.com/entry/donald-trump-asia-trip-japan_us_59fc375be4b01b4740499b0c,0
https://www.huffingtonpost.com/entry/al-franken-resigning_us_5a0db8dce4b0b17e5e14a229,0
https://www.huffingtonpost.com/entry/democrats-terrified-of-losing-virginia-governor-race_us_5a00afe6e4b0c96530017bfd,0
https://www.huffingtonpost.com/entry/virginia-race-shelly-simonds_us_5a42ae26e4b025f99e187ca4,0
http://www.huffingtonpost.com/entry/trump-business-moral_us_599742f7e4b0e8cc855dc014,1
http://www.huffingtonpost.com/entry/sheriff-david-clarke-resigns_us_59a870e1e4b0dfaafceef912,0
https://www.huffingtonpost.com/entry/eric-bolling-fox-news-text-messages_us_5984d2bbe4b0cb15b1be6d65,0
http://www.huffingtonpost.com/entry/trump-leaks-staff-fighting_us_59781538e4b0a8a40e83b11d,0
http://www.huffingtonpost.com/entry/voter-data-request-states-defiance_us_595e5519e4b0615b9e8fca81,1
http://www.huffingtonpost.com/entry/gop-congressman-bill-flores-donald-trump-children_us_5968776be4b017418626783a,0
https://www.huffingtonpost.com/entry/trump-rex-tillerson-duration_us_59fc221ce4b0415a420ae5c2,1
https://www.huffingtonpost.com/entry/arizona-senate-race-2018_us_59ef9697e4b0bf1f883672a0,1
http://www.huffingtonpost.com/entry/sean-spicer-regrets_us_59c015a8e4b093cfe776114b,0
https://www.huffingtonpost.com/entry/roy-moore-rnc-funding-senate_us_5a0b72f6e4b0bc648a0e97c5,0
http://www.huffingtonpost.com/entry/rinat-akhmetshin-donald-trump-jr_us_5968dd17e4b03389bb16df02,0
http://www.huffingtonpost.com/entry/louise-linton-instagram-apology_us_59ae93e6e4b0354e440c6412,0
http://www.huffingtonpost.com/entry/astronaut-leland-melvin-donald-trump_us_59c86f11e4b01cc57ff30946,0
https://www.huffingtonpost.com/entry/jeff-sessions-papadopoulos-russia_us_5a09e937e4b00a6eece35adf,0
https://www.huffingtonpost.com/entry/trump-nominee-insane-buy-assault-rifles_us_5a020f76e4b09205305884d8,0
http://www.huffingtonpost.com/entry/mike-pence-defends-trump-charlottesville_us_5990fab7e4b08a24727556c4,1
https://www.huffingtonpost.com/entry/edison-nj-racist-ads_us_59fb344ae4b01b474048c7b1,0
https://www.huffingtonpost.com/entry/trumps-obamacare-sabotage-made-health-insurance-more-expensive_us_59f201b0e4b03cd20b7ff46d,0
https://www.huffingtonpost.com/entry/tim-murphy-retiring-abortion-scandal_us_59d5653ce4b0becae802458e,0
https://www.huffingtonpost.com/entry/jim-justice-republican-party_us_59837d48e4b0cb15b1bd662c,1
https://www.huffingtonpost.com/entry/kathleen-hartnett-white_us_5a3d214de4b0b0e5a7a1ce46,0
https://www.huffingtonpost.com/entry/donald-trump-pocahontas-politicians_us_5a1c74cde4b0e9bc3368df01,0
https://www.huffingtonpost.com/entry/trump-doj-ohio-voter-purge_us_5989cf05e4b0449ed505917e,0
http://www.huffingtonpost.com/entry/texas-immigration-crackdown-injunction_us_59a7037de4b084581a151b1d,0
http://www.huffingtonpost.com/entry/trumps-skip-kennedy-center-honors-political-distraction_us_5998377be4b0e8cc855dfa4d,0
http://www.huffingtonpost.com/entry/mika-brzezinski-donald-trump-failure-friday_us_597b2fc6e4b02a4ebb74dc10,0
http://www.huffingtonpost.com/entry/sheldon-whitehouse-donald-trump-gop_us_59676a08e4b0a8d46d126342,0
https://www.huffingtonpost.com/entry/russian-hackers-states-election_us_59c6b205e4b06ddf45f84a9a,1
http://www.huffingtonpost.com/entry/anthony-scaramucci-suggests-reince-priebus-is-leaking-info-the-press_us_5979ce84e4b0da64e876e693,0
http://www.huffingtonpost.com/entry/sarah-huckabee-sanders-donald-trump-jr_us_5963d9d6e4b03f144e2cf47b,1
http://www.huffingtonpost.com/entry/the-gop-health-care-bill-is-a-historically-unpopular-piece-of-legislation_us_595fd9e9e4b0d5b458ea4376,0
http://www.huffingtonpost.com/entry/kris-kobach-popular-vote_us_596fa92ce4b0aa14ea76b58c,0
http://www.huffingtonpost.com/entry/nevada-gun-laws_us_59d235e4e4b06791bb11d6b8,0
https://www.huffingtonpost.com/entry/mike-pence-nfl-cost_us_59db8183e4b072637c457ab8,0
https://www.huffingtonpost.com/entry/cfpb-leandra-english-sues-trump_us_5a1b7c95e4b0cee6c05093da,1
http://www.huffingtonpost.com/entry/mike-pence-marc-lotter-fox-news-no-answer_us_5966f931e4b0a8d46d12100b,0
https://www.huffingtonpost.com/entry/state-department-donald-trump-embassies_us_5a204d88e4b037b8ea20b0d1,0
https://www.huffingtonpost.com/entry/chuck-schumer-gop-messing-up-america_us_5a3a0745e4b0b0e5a79e3066,0
http://www.huffingtonpost.com/entry/google-monopoly-barry-lynn_us_59a738fde4b010ca289a1155,1
http://www.huffingtonpost.com/entry/former-ethics-director-arpaio-pardon_us_59a0c524e4b06d67e337b44f,0
http://www.huffingtonpost.com/entry/donald-trump-six-month-approval-ratings_us_596bb080e4b03389bb183e51,0
http://www.huffingtonpost.com/entry/health-care-cbo-score_us_596fcd2ee4b0aa14ea76e487,0
http://www.huffingtonpost.com/entry/scottie-nell-hughes-charles-payne-sexual-harassment_us_595ecec1e4b0615b9e9074e4,0
http://www.huffingtonpost.com/entry/duke-university-is-removing-the-robert-e-lee-statue-from-its-chapel_us_5998346ce4b0e8cc855df9f9,1
